ED,Reported As,Reporting,Simcha Felder (Democratic),Scattered,Simcha Felder (Conservative),Total Votes,Simcha Felder RECAP,Scattered RECAP,p_Simcha Felder (Democratic),p_Scattered,p_Simcha Felder (Conservative),p_Simcha Felder RECAP,p_Scattered RECAP,winner,winner_p
44003,44003,100,210,0,92,302,302,0,0.695364238410596,0.0,0.304635761589404,1.0,0.0,Simcha Felder RECAP,1.0
44004,44004,100,163,1,42,206,205,1,0.7912621359223301,0.0048543689320388345,0.20388349514563106,0.9951456310679612,0.0048543689320388345,Simcha Felder RECAP,0.9951456310679612
44005,44005,100,141,6,37,184,178,6,0.7663043478260869,0.03260869565217391,0.20108695652173914,0.967391304347826,0.03260869565217391,Simcha Felder RECAP,0.967391304347826
44006,44006,100,147,3,41,191,188,3,0.7696335078534031,0.015706806282722512,0.21465968586387435,0.9842931937172775,0.015706806282722512,Simcha Felder RECAP,0.9842931937172775
44007,44007,100,118,10,14,142,132,10,0.8309859154929577,0.07042253521126761,0.09859154929577464,0.9295774647887324,0.07042253521126761,Simcha Felder RECAP,0.9295774647887324
44008,44008,100,180,7,45,232,225,7,0.7758620689655172,0.03017241379310345,0.1939655172413793,0.9698275862068966,0.03017241379310345,Simcha Felder RECAP,0.9698275862068966
44009,44009,100,141,2,10,153,151,2,0.9215686274509803,0.013071895424836602,0.06535947712418301,0.9869281045751634,0.013071895424836602,Simcha Felder RECAP,0.9869281045751634
44013,44013,100,37,2,11,50,48,2,0.74,0.04,0.22,0.96,0.04,Simcha Felder RECAP,0.96
44021,44021,100,36,0,11,47,47,0,0.7659574468085106,0.0,0.23404255319148937,1.0,0.0,Simcha Felder RECAP,1.0
44022,44022,100,10,0,2,12,12,0,0.8333333333333334,0.0,0.16666666666666666,1.0,0.0,Simcha Felder RECAP,1.0
44023,44023,100,112,4,41,157,153,4,0.7133757961783439,0.025477707006369428,0.2611464968152866,0.9745222929936306,0.025477707006369428,Simcha Felder RECAP,0.9745222929936306
44024,44024,100,111,2,34,147,145,2,0.7551020408163265,0.013605442176870748,0.23129251700680273,0.9863945578231292,0.013605442176870748,Simcha Felder RECAP,0.9863945578231292
44025,44025,100,190,1,83,274,273,1,0.6934306569343066,0.0036496350364963502,0.3029197080291971,0.9963503649635036,0.0036496350364963502,Simcha Felder RECAP,0.9963503649635036
44026,44026,100,159,3,65,227,224,3,0.7004405286343612,0.013215859030837005,0.28634361233480177,0.986784140969163,0.013215859030837005,Simcha Felder RECAP,0.986784140969163
44027,44027,100,108,3,77,188,185,3,0.574468085106383,0.015957446808510637,0.4095744680851064,0.9840425531914894,0.015957446808510637,Simcha Felder RECAP,0.9840425531914894
44028,44028,100,132,11,30,173,162,11,0.7630057803468208,0.06358381502890173,0.17341040462427745,0.9364161849710982,0.06358381502890173,Simcha Felder RECAP,0.9364161849710982
44029,44029,100,149,3,24,176,173,3,0.8465909090909091,0.017045454545454544,0.13636363636363635,0.9829545454545454,0.017045454545454544,Simcha Felder RECAP,0.9829545454545454
44030,44030,100,178,0,32,210,210,0,0.8476190476190476,0.0,0.1523809523809524,1.0,0.0,Simcha Felder RECAP,1.0
44031,44031,100,185,10,28,223,213,10,0.8295964125560538,0.04484304932735426,0.12556053811659193,0.9551569506726457,0.04484304932735426,Simcha Felder RECAP,0.9551569506726457
44032,44032,100,44,0,6,50,50,0,0.88,0.0,0.12,1.0,0.0,Simcha Felder RECAP,1.0
44033,44033,100,175,11,10,196,185,11,0.8928571428571429,0.05612244897959184,0.05102040816326531,0.9438775510204082,0.05612244897959184,Simcha Felder RECAP,0.9438775510204082
44035,44035,100,153,8,25,186,178,8,0.8225806451612904,0.043010752688172046,0.13440860215053763,0.956989247311828,0.043010752688172046,Simcha Felder RECAP,0.956989247311828
44038,44038,100,171,8,15,194,186,8,0.8814432989690721,0.041237113402061855,0.07731958762886598,0.9587628865979382,0.041237113402061855,Simcha Felder RECAP,0.9587628865979382
44039,44039,100,128,2,12,142,140,2,0.9014084507042254,0.014084507042253521,0.08450704225352113,0.9859154929577465,0.014084507042253521,Simcha Felder RECAP,0.9859154929577465
44041,44041,100,46,1,26,73,72,1,0.6301369863013698,0.0136986301369863,0.3561643835616438,0.9863013698630136,0.0136986301369863,Simcha Felder RECAP,0.9863013698630136
44042,44042,100,117,3,32,152,149,3,0.7697368421052632,0.019736842105263157,0.21052631578947367,0.9802631578947368,0.019736842105263157,Simcha Felder RECAP,0.9802631578947368
44043,44043,100,185,11,47,243,232,11,0.7613168724279835,0.04526748971193416,0.1934156378600823,0.9547325102880658,0.04526748971193416,Simcha Felder RECAP,0.9547325102880658
44044,44044,100,74,2,25,101,99,2,0.7326732673267327,0.019801980198019802,0.24752475247524752,0.9801980198019802,0.019801980198019802,Simcha Felder RECAP,0.9801980198019802
44045,44045,100,97,3,12,112,109,3,0.8660714285714286,0.026785714285714284,0.10714285714285714,0.9732142857142857,0.026785714285714284,Simcha Felder RECAP,0.9732142857142857
44067,44067,100,131,0,71,202,202,0,0.6485148514851485,0.0,0.35148514851485146,1.0,0.0,Simcha Felder RECAP,1.0
44081,44081,100,78,0,36,114,114,0,0.6842105263157895,0.0,0.3157894736842105,1.0,0.0,Simcha Felder RECAP,1.0
44082,44082,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
44084,44084,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
45001,45001,100,128,2,82,212,210,2,0.6037735849056604,0.009433962264150943,0.3867924528301887,0.9905660377358491,0.009433962264150943,Simcha Felder RECAP,0.9905660377358491
45002,45002,100,155,4,82,241,237,4,0.6431535269709544,0.016597510373443983,0.34024896265560167,0.983402489626556,0.016597510373443983,Simcha Felder RECAP,0.983402489626556
45003,45003,100,119,5,99,223,218,5,0.5336322869955157,0.02242152466367713,0.4439461883408072,0.9775784753363229,0.02242152466367713,Simcha Felder RECAP,0.9775784753363229
45004,45004,100,111,2,75,188,186,2,0.5904255319148937,0.010638297872340425,0.39893617021276595,0.9893617021276596,0.010638297872340425,Simcha Felder RECAP,0.9893617021276596
45005,45005,100,174,1,126,301,300,1,0.5780730897009967,0.0033222591362126247,0.4186046511627907,0.9966777408637874,0.0033222591362126247,Simcha Felder RECAP,0.9966777408637874
45007,45007,100,10,0,2,12,12,0,0.8333333333333334,0.0,0.16666666666666666,1.0,0.0,Simcha Felder RECAP,1.0
45010,45010,100,60,0,53,113,113,0,0.5309734513274337,0.0,0.4690265486725664,1.0,0.0,Simcha Felder RECAP,1.0
45011,45011,100,103,1,37,141,140,1,0.7304964539007093,0.0070921985815602835,0.2624113475177305,0.9929078014184397,0.0070921985815602835,Simcha Felder RECAP,0.9929078014184397
45012,45012,100,94,0,44,138,138,0,0.6811594202898551,0.0,0.3188405797101449,1.0,0.0,Simcha Felder RECAP,1.0
45013,45013,100,101,1,59,161,160,1,0.6273291925465838,0.006211180124223602,0.36645962732919257,0.9937888198757764,0.006211180124223602,Simcha Felder RECAP,0.9937888198757764
45014,45014,100,132,1,76,209,208,1,0.631578947368421,0.004784688995215311,0.36363636363636365,0.9952153110047847,0.004784688995215311,Simcha Felder RECAP,0.9952153110047847
45018,45018,100,9,0,2,11,11,0,0.8181818181818182,0.0,0.18181818181818182,1.0,0.0,Simcha Felder RECAP,1.0
45023,45023,100,112,1,53,166,165,1,0.6746987951807228,0.006024096385542169,0.3192771084337349,0.9939759036144579,0.006024096385542169,Simcha Felder RECAP,0.9939759036144579
45024,45024,100,125,2,38,165,163,2,0.7575757575757576,0.012121212121212121,0.23030303030303031,0.9878787878787879,0.012121212121212121,Simcha Felder RECAP,0.9878787878787879
45029,45029,100,64,1,11,76,75,1,0.8421052631578947,0.013157894736842105,0.14473684210526316,0.9868421052631579,0.013157894736842105,Simcha Felder RECAP,0.9868421052631579
45030,45030,100,115,4,48,167,163,4,0.688622754491018,0.023952095808383235,0.2874251497005988,0.9760479041916168,0.023952095808383235,Simcha Felder RECAP,0.9760479041916168
45038,45038,100,50,0,29,79,79,0,0.6329113924050633,0.0,0.3670886075949367,1.0,0.0,Simcha Felder RECAP,1.0
45039,45039,100,3,0,2,5,5,0,0.6,0.0,0.4,1.0,0.0,Simcha Felder RECAP,1.0
47023,47023,100,90,1,19,110,109,1,0.8181818181818182,0.00909090909090909,0.17272727272727273,0.990909090909091,0.00909090909090909,Simcha Felder RECAP,0.990909090909091
47024,47024,100,109,0,38,147,147,0,0.7414965986394558,0.0,0.2585034013605442,1.0,0.0,Simcha Felder RECAP,1.0
47025,47025,100,98,2,28,128,126,2,0.765625,0.015625,0.21875,0.984375,0.015625,Simcha Felder RECAP,0.984375
47026,47026,100,104,0,43,147,147,0,0.7074829931972789,0.0,0.2925170068027211,1.0,0.0,Simcha Felder RECAP,1.0
47027,47027,100,101,2,33,136,134,2,0.7426470588235294,0.014705882352941176,0.2426470588235294,0.9852941176470589,0.014705882352941176,Simcha Felder RECAP,0.9852941176470589
47028,47028,100,93,1,20,114,113,1,0.8157894736842105,0.008771929824561403,0.17543859649122806,0.9912280701754386,0.008771929824561403,Simcha Felder RECAP,0.9912280701754386
47029,47029,100,100,1,47,148,147,1,0.6756756756756757,0.006756756756756757,0.31756756756756754,0.9932432432432432,0.006756756756756757,Simcha Felder RECAP,0.9932432432432432
47031,47031,100,100,0,17,117,117,0,0.8547008547008547,0.0,0.1452991452991453,1.0,0.0,Simcha Felder RECAP,1.0
47032,47032,100,33,1,5,39,38,1,0.8461538461538461,0.02564102564102564,0.1282051282051282,0.9743589743589743,0.02564102564102564,Simcha Felder RECAP,0.9743589743589743
47033,47033,100,38,0,13,51,51,0,0.7450980392156863,0.0,0.2549019607843137,1.0,0.0,Simcha Felder RECAP,1.0
47069,47069,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
48001,48001,100,14,1,5,20,19,1,0.7,0.05,0.25,0.95,0.05,Simcha Felder RECAP,0.95
48002,48002,100,46,1,16,63,62,1,0.7301587301587301,0.015873015873015872,0.25396825396825395,0.9841269841269841,0.015873015873015872,Simcha Felder RECAP,0.9841269841269841
48003,48003,100,189,4,63,256,252,4,0.73828125,0.015625,0.24609375,0.984375,0.015625,Simcha Felder RECAP,0.984375
48004,48004,100,187,0,54,241,241,0,0.7759336099585062,0.0,0.22406639004149378,1.0,0.0,Simcha Felder RECAP,1.0
48005,48005,100,227,1,74,302,301,1,0.7516556291390728,0.0033112582781456954,0.24503311258278146,0.9966887417218543,0.0033112582781456954,Simcha Felder RECAP,0.9966887417218543
48006,48006,100,170,2,58,230,228,2,0.7391304347826086,0.008695652173913044,0.25217391304347825,0.991304347826087,0.008695652173913044,Simcha Felder RECAP,0.991304347826087
48007,48007,100,178,1,67,246,245,1,0.7235772357723578,0.0040650406504065045,0.27235772357723576,0.9959349593495935,0.0040650406504065045,Simcha Felder RECAP,0.9959349593495935
48008,48008,100,41,0,13,54,54,0,0.7592592592592593,0.0,0.24074074074074073,1.0,0.0,Simcha Felder RECAP,1.0
48009,48009,100,239,4,81,324,320,4,0.7376543209876543,0.012345679012345678,0.25,0.9876543209876543,0.012345679012345678,Simcha Felder RECAP,0.9876543209876543
48010,48010,100,270,1,81,352,351,1,0.7670454545454546,0.002840909090909091,0.23011363636363635,0.9971590909090909,0.002840909090909091,Simcha Felder RECAP,0.9971590909090909
48011,48011,100,234,1,46,281,280,1,0.8327402135231317,0.0035587188612099642,0.16370106761565836,0.99644128113879,0.0035587188612099642,Simcha Felder RECAP,0.99644128113879
48012,48012,100,280,1,68,349,348,1,0.8022922636103151,0.0028653295128939827,0.19484240687679083,0.997134670487106,0.0028653295128939827,Simcha Felder RECAP,0.997134670487106
48013,48013,100,288,5,70,363,358,5,0.7933884297520661,0.013774104683195593,0.1928374655647383,0.9862258953168044,0.013774104683195593,Simcha Felder RECAP,0.9862258953168044
48014,48014,100,214,1,89,304,303,1,0.7039473684210527,0.003289473684210526,0.29276315789473684,0.9967105263157895,0.003289473684210526,Simcha Felder RECAP,0.9967105263157895
48015,48015,100,276,0,57,333,333,0,0.8288288288288288,0.0,0.17117117117117117,1.0,0.0,Simcha Felder RECAP,1.0
48016,48016,100,204,0,77,281,281,0,0.7259786476868327,0.0,0.27402135231316727,1.0,0.0,Simcha Felder RECAP,1.0
48017,48017,100,273,3,104,380,377,3,0.718421052631579,0.007894736842105263,0.2736842105263158,0.9921052631578947,0.007894736842105263,Simcha Felder RECAP,0.9921052631578947
48018,48018,100,352,3,87,442,439,3,0.7963800904977375,0.006787330316742082,0.19683257918552036,0.9932126696832579,0.006787330316742082,Simcha Felder RECAP,0.9932126696832579
48019,48019,100,307,7,68,382,375,7,0.8036649214659686,0.01832460732984293,0.17801047120418848,0.981675392670157,0.01832460732984293,Simcha Felder RECAP,0.981675392670157
48020,48020,100,351,2,96,449,447,2,0.7817371937639198,0.004454342984409799,0.21380846325167038,0.9955456570155902,0.004454342984409799,Simcha Felder RECAP,0.9955456570155902
48021,48021,100,271,3,82,356,353,3,0.7612359550561798,0.008426966292134831,0.2303370786516854,0.9915730337078652,0.008426966292134831,Simcha Felder RECAP,0.9915730337078652
48022,48022,100,315,2,82,399,397,2,0.7894736842105263,0.005012531328320802,0.20551378446115287,0.9949874686716792,0.005012531328320802,Simcha Felder RECAP,0.9949874686716792
48023,48023,100,221,2,87,310,308,2,0.7129032258064516,0.0064516129032258064,0.2806451612903226,0.9935483870967742,0.0064516129032258064,Simcha Felder RECAP,0.9935483870967742
48024,48024,100,217,3,94,314,311,3,0.6910828025477707,0.009554140127388535,0.29936305732484075,0.9904458598726115,0.009554140127388535,Simcha Felder RECAP,0.9904458598726115
48025,48025,100,301,4,85,390,386,4,0.7717948717948718,0.010256410256410256,0.21794871794871795,0.9897435897435898,0.010256410256410256,Simcha Felder RECAP,0.9897435897435898
48026,48026,100,238,3,94,335,332,3,0.7104477611940299,0.008955223880597015,0.28059701492537314,0.991044776119403,0.008955223880597015,Simcha Felder RECAP,0.991044776119403
48027,48027,100,289,2,92,383,381,2,0.7545691906005222,0.005221932114882507,0.2402088772845953,0.9947780678851175,0.005221932114882507,Simcha Felder RECAP,0.9947780678851175
48028,48028,100,224,3,123,350,347,3,0.64,0.008571428571428572,0.3514285714285714,0.9914285714285714,0.008571428571428572,Simcha Felder RECAP,0.9914285714285714
48029,48029,100,218,2,113,333,331,2,0.6546546546546547,0.006006006006006006,0.33933933933933935,0.993993993993994,0.006006006006006006,Simcha Felder RECAP,0.993993993993994
48030,48030,100,264,1,92,357,356,1,0.7394957983193278,0.0028011204481792717,0.25770308123249297,0.9971988795518207,0.0028011204481792717,Simcha Felder RECAP,0.9971988795518207
48031,48031,100,106,1,45,152,151,1,0.6973684210526315,0.006578947368421052,0.29605263157894735,0.993421052631579,0.006578947368421052,Simcha Felder RECAP,0.993421052631579
48032,48032,100,201,2,88,291,289,2,0.6907216494845361,0.006872852233676976,0.3024054982817869,0.993127147766323,0.006872852233676976,Simcha Felder RECAP,0.993127147766323
48033,48033,100,83,1,40,124,123,1,0.6693548387096774,0.008064516129032258,0.3225806451612903,0.9919354838709677,0.008064516129032258,Simcha Felder RECAP,0.9919354838709677
48036,48036,100,75,1,22,98,97,1,0.7653061224489796,0.01020408163265306,0.22448979591836735,0.9897959183673469,0.01020408163265306,Simcha Felder RECAP,0.9897959183673469
48038,48038,100,25,1,26,52,51,1,0.4807692307692308,0.019230769230769232,0.5,0.9807692307692307,0.019230769230769232,Simcha Felder RECAP,0.9807692307692307
48039,48039,100,100,3,35,138,135,3,0.7246376811594203,0.021739130434782608,0.2536231884057971,0.9782608695652174,0.021739130434782608,Simcha Felder RECAP,0.9782608695652174
48040,48040,100,137,1,74,212,211,1,0.6462264150943396,0.0047169811320754715,0.3490566037735849,0.9952830188679245,0.0047169811320754715,Simcha Felder RECAP,0.9952830188679245
48041,48041,100,44,0,25,69,69,0,0.6376811594202898,0.0,0.36231884057971014,1.0,0.0,Simcha Felder RECAP,1.0
48042,48042,100,114,0,54,168,168,0,0.6785714285714286,0.0,0.32142857142857145,1.0,0.0,Simcha Felder RECAP,1.0
48043,48043,100,117,2,38,157,155,2,0.7452229299363057,0.012738853503184714,0.24203821656050956,0.9872611464968153,0.012738853503184714,Simcha Felder RECAP,0.9872611464968153
48044,48044,100,74,2,18,94,92,2,0.7872340425531915,0.02127659574468085,0.19148936170212766,0.9787234042553191,0.02127659574468085,Simcha Felder RECAP,0.9787234042553191
48045,48045,100,54,1,17,72,71,1,0.75,0.013888888888888888,0.2361111111111111,0.9861111111111112,0.013888888888888888,Simcha Felder RECAP,0.9861111111111112
48049,48049,100,38,0,13,51,51,0,0.7450980392156863,0.0,0.2549019607843137,1.0,0.0,Simcha Felder RECAP,1.0
48053,48049,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
48054,48054,100,73,2,72,147,145,2,0.4965986394557823,0.013605442176870748,0.4897959183673469,0.9863945578231292,0.013605442176870748,Simcha Felder RECAP,0.9863945578231292
48055,48055,100,142,5,86,233,228,5,0.6094420600858369,0.02145922746781116,0.36909871244635195,0.9785407725321889,0.02145922746781116,Simcha Felder RECAP,0.9785407725321889
48056,48056,100,139,2,76,217,215,2,0.6405529953917051,0.009216589861751152,0.35023041474654376,0.9907834101382489,0.009216589861751152,Simcha Felder RECAP,0.9907834101382489
48057,48057,100,50,2,19,71,69,2,0.704225352112676,0.028169014084507043,0.2676056338028169,0.971830985915493,0.028169014084507043,Simcha Felder RECAP,0.971830985915493
48058,48058,100,172,1,87,260,259,1,0.6615384615384615,0.0038461538461538464,0.3346153846153846,0.9961538461538462,0.0038461538461538464,Simcha Felder RECAP,0.9961538461538462
48060,48060,100,169,2,118,289,287,2,0.5847750865051903,0.006920415224913495,0.4083044982698962,0.9930795847750865,0.006920415224913495,Simcha Felder RECAP,0.9930795847750865
48061,48061,100,136,3,52,191,188,3,0.7120418848167539,0.015706806282722512,0.27225130890052357,0.9842931937172775,0.015706806282722512,Simcha Felder RECAP,0.9842931937172775
48062,48062,100,177,5,63,245,240,5,0.7224489795918367,0.02040816326530612,0.2571428571428571,0.9795918367346939,0.02040816326530612,Simcha Felder RECAP,0.9795918367346939
48063,48063,100,85,0,30,115,115,0,0.7391304347826086,0.0,0.2608695652173913,1.0,0.0,Simcha Felder RECAP,1.0
48064,48064,100,75,2,66,143,141,2,0.5244755244755245,0.013986013986013986,0.46153846153846156,0.986013986013986,0.013986013986013986,Simcha Felder RECAP,0.986013986013986
48065,48065,100,72,1,28,101,100,1,0.7128712871287128,0.009900990099009901,0.27722772277227725,0.9900990099009901,0.009900990099009901,Simcha Felder RECAP,0.9900990099009901
48066,48066,100,77,1,40,118,117,1,0.652542372881356,0.00847457627118644,0.3389830508474576,0.9915254237288136,0.00847457627118644,Simcha Felder RECAP,0.9915254237288136
48067,48067,100,31,1,30,62,61,1,0.5,0.016129032258064516,0.4838709677419355,0.9838709677419355,0.016129032258064516,Simcha Felder RECAP,0.9838709677419355
48069,48069,100,9,0,4,13,13,0,0.6923076923076923,0.0,0.3076923076923077,1.0,0.0,Simcha Felder RECAP,1.0
48070,48070,100,123,1,72,196,195,1,0.6275510204081632,0.00510204081632653,0.3673469387755102,0.9948979591836735,0.00510204081632653,Simcha Felder RECAP,0.9948979591836735
49006,49006,100,16,0,7,23,23,0,0.6956521739130435,0.0,0.30434782608695654,1.0,0.0,Simcha Felder RECAP,1.0
49007,49007,100,20,0,5,25,25,0,0.8,0.0,0.2,1.0,0.0,Simcha Felder RECAP,1.0
49008,49008,100,81,1,31,113,112,1,0.7168141592920354,0.008849557522123894,0.2743362831858407,0.9911504424778761,0.008849557522123894,Simcha Felder RECAP,0.9911504424778761
49009,49009,100,72,0,16,88,88,0,0.8181818181818182,0.0,0.18181818181818182,1.0,0.0,Simcha Felder RECAP,1.0
49010,49010,100,51,0,8,59,59,0,0.864406779661017,0.0,0.13559322033898305,1.0,0.0,Simcha Felder RECAP,1.0
49011,49011,100,13,0,2,15,15,0,0.8666666666666667,0.0,0.13333333333333333,1.0,0.0,Simcha Felder RECAP,1.0
49012,49012,100,18,0,3,21,21,0,0.8571428571428571,0.0,0.14285714285714285,1.0,0.0,Simcha Felder RECAP,1.0
49013,49013,100,17,0,4,21,21,0,0.8095238095238095,0.0,0.19047619047619047,1.0,0.0,Simcha Felder RECAP,1.0
49030,49030,100,33,1,19,53,52,1,0.6226415094339622,0.018867924528301886,0.3584905660377358,0.9811320754716981,0.018867924528301886,Simcha Felder RECAP,0.9811320754716981
49031,49031,100,31,0,9,40,40,0,0.775,0.0,0.225,1.0,0.0,Simcha Felder RECAP,1.0
49032,49032,100,20,0,3,23,23,0,0.8695652173913043,0.0,0.13043478260869565,1.0,0.0,Simcha Felder RECAP,1.0
49033,49033,100,33,0,10,43,43,0,0.7674418604651163,0.0,0.23255813953488372,1.0,0.0,Simcha Felder RECAP,1.0
49042,49042,100,34,0,10,44,44,0,0.7727272727272727,0.0,0.22727272727272727,1.0,0.0,Simcha Felder RECAP,1.0
49043,49043,100,46,2,21,69,67,2,0.6666666666666666,0.028985507246376812,0.30434782608695654,0.9710144927536232,0.028985507246376812,Simcha Felder RECAP,0.9710144927536232
49046,49046,100,18,0,11,29,29,0,0.6206896551724138,0.0,0.3793103448275862,1.0,0.0,Simcha Felder RECAP,1.0
49057,49057,100,53,1,21,75,74,1,0.7066666666666667,0.013333333333333334,0.28,0.9866666666666667,0.013333333333333334,Simcha Felder RECAP,0.9866666666666667
49060,49033,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
49061,49061,100,36,1,11,48,47,1,0.75,0.020833333333333332,0.22916666666666666,0.9791666666666666,0.020833333333333332,Simcha Felder RECAP,0.9791666666666666
49064,49064,100,38,0,10,48,48,0,0.7916666666666666,0.0,0.20833333333333334,1.0,0.0,Simcha Felder RECAP,1.0
51001,51001,100,173,4,11,188,184,4,0.9202127659574468,0.02127659574468085,0.05851063829787234,0.9787234042553191,0.02127659574468085,Simcha Felder RECAP,0.9787234042553191
51002,51002,100,91,4,19,114,110,4,0.7982456140350878,0.03508771929824561,0.16666666666666666,0.9649122807017544,0.03508771929824561,Simcha Felder RECAP,0.9649122807017544
51003,51003,100,134,2,17,153,151,2,0.8758169934640523,0.013071895424836602,0.1111111111111111,0.9869281045751634,0.013071895424836602,Simcha Felder RECAP,0.9869281045751634
