ED,Reported As,Reporting,Martin J. Golden (Republican),James T. Kemmerer (Democratic),James T. Kemmerer (Working Families),Scattered,Martin J. Golden (Conservative),Martin J. Golden (Independence),Total Votes,Martin J. Golden RECAP,James T. Kemmerer RECAP,Scattered RECAP,p_Martin J. Golden (Republican),p_James T. Kemmerer (Democratic),p_James T. Kemmerer (Working Families),p_Scattered,p_Martin J. Golden (Conservative),p_Martin J. Golden (Independence),p_Martin J. Golden RECAP,p_James T. Kemmerer RECAP,p_Scattered RECAP,winner,winner_p
41086,41086,100,7,7,0,0,3,1,18,11,7,0,0.3888888888888889,0.3888888888888889,0.0,0.0,0.16666666666666666,0.05555555555555555,0.6111111111111112,0.3888888888888889,0.0,Martin J. Golden RECAP,0.6111111111111112
41090,41090,100,18,14,2,0,4,0,38,22,16,0,0.47368421052631576,0.3684210526315789,0.05263157894736842,0.0,0.10526315789473684,0.0,0.5789473684210527,0.42105263157894735,0.0,Martin J. Golden RECAP,0.5789473684210527
41093,41090,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
45006,45006,100,192,31,3,0,40,5,271,237,34,0,0.7084870848708487,0.11439114391143912,0.01107011070110701,0.0,0.14760147601476015,0.01845018450184502,0.8745387453874539,0.12546125461254612,0.0,Martin J. Golden RECAP,0.8745387453874539
45008,45008,100,98,39,1,1,12,6,157,116,40,1,0.6242038216560509,0.2484076433121019,0.006369426751592357,0.006369426751592357,0.07643312101910828,0.03821656050955414,0.7388535031847133,0.25477707006369427,0.006369426751592357,Martin J. Golden RECAP,0.7388535031847133
45009,45009,100,138,34,3,2,23,4,204,165,37,2,0.6764705882352942,0.16666666666666666,0.014705882352941176,0.00980392156862745,0.11274509803921569,0.0196078431372549,0.8088235294117647,0.18137254901960784,0.00980392156862745,Martin J. Golden RECAP,0.8088235294117647
45015,45015,100,50,0,1,0,8,0,59,58,1,0,0.847457627118644,0.0,0.01694915254237288,0.0,0.13559322033898305,0.0,0.9830508474576272,0.01694915254237288,0.0,Martin J. Golden RECAP,0.9830508474576272
45016,45016,100,185,31,2,2,22,4,246,211,33,2,0.7520325203252033,0.12601626016260162,0.008130081300813009,0.008130081300813009,0.08943089430894309,0.016260162601626018,0.8577235772357723,0.13414634146341464,0.008130081300813009,Martin J. Golden RECAP,0.8577235772357723
45017,45017,100,129,22,2,0,13,3,169,145,24,0,0.7633136094674556,0.1301775147928994,0.011834319526627219,0.0,0.07692307692307693,0.01775147928994083,0.8579881656804734,0.14201183431952663,0.0,Martin J. Golden RECAP,0.8579881656804734
45019,45019,100,107,35,6,0,19,5,172,131,41,0,0.622093023255814,0.20348837209302326,0.03488372093023256,0.0,0.11046511627906977,0.029069767441860465,0.7616279069767442,0.23837209302325582,0.0,Martin J. Golden RECAP,0.7616279069767442
45020,45020,100,131,13,1,0,7,3,155,141,14,0,0.8451612903225807,0.08387096774193549,0.0064516129032258064,0.0,0.04516129032258064,0.01935483870967742,0.9096774193548387,0.09032258064516129,0.0,Martin J. Golden RECAP,0.9096774193548387
45021,45021,100,119,19,3,0,12,3,156,134,22,0,0.7628205128205128,0.12179487179487179,0.019230769230769232,0.0,0.07692307692307693,0.019230769230769232,0.8589743589743589,0.14102564102564102,0.0,Martin J. Golden RECAP,0.8589743589743589
45022,45022,100,88,28,5,0,10,1,132,99,33,0,0.6666666666666666,0.21212121212121213,0.03787878787878788,0.0,0.07575757575757576,0.007575757575757576,0.75,0.25,0.0,Martin J. Golden RECAP,0.75
45031,45031,100,103,27,1,0,13,2,146,118,28,0,0.7054794520547946,0.18493150684931506,0.00684931506849315,0.0,0.08904109589041095,0.0136986301369863,0.8082191780821918,0.1917808219178082,0.0,Martin J. Golden RECAP,0.8082191780821918
45032,45032,100,91,25,1,0,11,2,130,104,26,0,0.7,0.19230769230769232,0.007692307692307693,0.0,0.08461538461538462,0.015384615384615385,0.8,0.2,0.0,Martin J. Golden RECAP,0.8
45033,45033,100,77,42,4,0,13,3,139,93,46,0,0.5539568345323741,0.302158273381295,0.02877697841726619,0.0,0.09352517985611511,0.02158273381294964,0.6690647482014388,0.33093525179856115,0.0,Martin J. Golden RECAP,0.6690647482014388
45034,45034,100,76,53,3,2,12,7,153,95,56,2,0.49673202614379086,0.3464052287581699,0.0196078431372549,0.013071895424836602,0.0784313725490196,0.0457516339869281,0.6209150326797386,0.3660130718954248,0.013071895424836602,Martin J. Golden RECAP,0.6209150326797386
45035,45035,100,86,36,1,0,13,4,140,103,37,0,0.6142857142857143,0.2571428571428571,0.007142857142857143,0.0,0.09285714285714286,0.02857142857142857,0.7357142857142858,0.2642857142857143,0.0,Martin J. Golden RECAP,0.7357142857142858
45036,45036,100,88,27,2,0,6,6,129,100,29,0,0.6821705426356589,0.20930232558139536,0.015503875968992248,0.0,0.046511627906976744,0.046511627906976744,0.7751937984496124,0.2248062015503876,0.0,Martin J. Golden RECAP,0.7751937984496124
45037,45037,100,92,27,5,0,14,3,141,109,32,0,0.6524822695035462,0.19148936170212766,0.03546099290780142,0.0,0.09929078014184398,0.02127659574468085,0.7730496453900709,0.22695035460992907,0.0,Martin J. Golden RECAP,0.7730496453900709
45041,45041,100,44,13,1,0,6,4,68,54,14,0,0.6470588235294118,0.19117647058823528,0.014705882352941176,0.0,0.08823529411764706,0.058823529411764705,0.7941176470588235,0.20588235294117646,0.0,Martin J. Golden RECAP,0.7941176470588235
45049,45049,100,18,8,1,0,3,4,34,25,9,0,0.5294117647058824,0.23529411764705882,0.029411764705882353,0.0,0.08823529411764706,0.11764705882352941,0.7352941176470589,0.2647058823529412,0.0,Martin J. Golden RECAP,0.7352941176470589
45051,45051,100,49,30,5,0,9,4,97,62,35,0,0.5051546391752577,0.30927835051546393,0.05154639175257732,0.0,0.09278350515463918,0.041237113402061855,0.6391752577319587,0.36082474226804123,0.0,Martin J. Golden RECAP,0.6391752577319587
45052,45052,100,13,10,3,0,4,0,30,17,13,0,0.43333333333333335,0.3333333333333333,0.1,0.0,0.13333333333333333,0.0,0.5666666666666667,0.43333333333333335,0.0,Martin J. Golden RECAP,0.5666666666666667
45055,45055,100,4,3,0,0,0,0,7,4,3,0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,Martin J. Golden RECAP,0.5714285714285714
45057,45057,100,106,68,6,1,7,5,193,118,74,1,0.5492227979274611,0.35233160621761656,0.031088082901554404,0.0051813471502590676,0.03626943005181347,0.025906735751295335,0.6113989637305699,0.38341968911917096,0.0051813471502590676,Martin J. Golden RECAP,0.6113989637305699
45068,45068,100,87,42,8,0,28,4,169,119,50,0,0.514792899408284,0.2485207100591716,0.047337278106508875,0.0,0.16568047337278108,0.023668639053254437,0.7041420118343196,0.2958579881656805,0.0,Martin J. Golden RECAP,0.7041420118343196
45069,45069,100,113,37,5,0,26,7,188,146,42,0,0.601063829787234,0.19680851063829788,0.026595744680851064,0.0,0.13829787234042554,0.03723404255319149,0.776595744680851,0.22340425531914893,0.0,Martin J. Golden RECAP,0.776595744680851
45070,45070,100,123,40,7,0,25,9,204,157,47,0,0.6029411764705882,0.19607843137254902,0.03431372549019608,0.0,0.12254901960784313,0.04411764705882353,0.7696078431372549,0.23039215686274508,0.0,Martin J. Golden RECAP,0.7696078431372549
45071,45071,100,99,37,5,0,8,3,152,110,42,0,0.6513157894736842,0.24342105263157895,0.03289473684210526,0.0,0.05263157894736842,0.019736842105263157,0.7236842105263158,0.27631578947368424,0.0,Martin J. Golden RECAP,0.7236842105263158
45072,45072,100,52,31,3,0,7,3,96,62,34,0,0.5416666666666666,0.3229166666666667,0.03125,0.0,0.07291666666666667,0.03125,0.6458333333333334,0.3541666666666667,0.0,Martin J. Golden RECAP,0.6458333333333334
45077,45077,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
46031,46031,100,93,107,21,0,12,4,237,109,128,0,0.3924050632911392,0.45147679324894513,0.08860759493670886,0.0,0.05063291139240506,0.016877637130801686,0.459915611814346,0.540084388185654,0.0,James T. Kemmerer RECAP,0.540084388185654
46034,46034,100,56,47,5,0,12,6,126,74,52,0,0.4444444444444444,0.373015873015873,0.03968253968253968,0.0,0.09523809523809523,0.047619047619047616,0.5873015873015873,0.4126984126984127,0.0,Martin J. Golden RECAP,0.5873015873015873
46035,46035,100,44,26,4,0,15,1,90,60,30,0,0.4888888888888889,0.28888888888888886,0.044444444444444446,0.0,0.16666666666666666,0.011111111111111112,0.6666666666666666,0.3333333333333333,0.0,Martin J. Golden RECAP,0.6666666666666666
46036,46036,100,160,51,2,0,35,11,259,206,53,0,0.6177606177606177,0.1969111969111969,0.007722007722007722,0.0,0.13513513513513514,0.04247104247104247,0.7953667953667953,0.20463320463320464,0.0,Martin J. Golden RECAP,0.7953667953667953
46041,46041,100,174,115,22,0,42,15,368,231,137,0,0.47282608695652173,0.3125,0.059782608695652176,0.0,0.11413043478260869,0.04076086956521739,0.6277173913043478,0.37228260869565216,0.0,Martin J. Golden RECAP,0.6277173913043478
46042,46042,100,73,20,4,2,8,4,111,85,24,2,0.6576576576576577,0.18018018018018017,0.036036036036036036,0.018018018018018018,0.07207207207207207,0.036036036036036036,0.7657657657657657,0.21621621621621623,0.018018018018018018,Martin J. Golden RECAP,0.7657657657657657
46047,46047,100,117,59,6,1,30,8,221,155,65,1,0.5294117647058824,0.2669683257918552,0.027149321266968326,0.004524886877828055,0.13574660633484162,0.03619909502262444,0.7013574660633484,0.29411764705882354,0.004524886877828055,Martin J. Golden RECAP,0.7013574660633484
46048,46048,100,93,82,15,0,31,9,230,133,97,0,0.4043478260869565,0.3565217391304348,0.06521739130434782,0.0,0.13478260869565217,0.0391304347826087,0.5782608695652174,0.4217391304347826,0.0,Martin J. Golden RECAP,0.5782608695652174
46049,46049,100,143,108,31,1,30,16,329,189,139,1,0.43465045592705165,0.3282674772036474,0.09422492401215805,0.00303951367781155,0.0911854103343465,0.0486322188449848,0.574468085106383,0.42249240121580545,0.00303951367781155,Martin J. Golden RECAP,0.574468085106383
46050,46050,100,183,91,17,0,66,9,366,258,108,0,0.5,0.24863387978142076,0.04644808743169399,0.0,0.18032786885245902,0.02459016393442623,0.7049180327868853,0.29508196721311475,0.0,Martin J. Golden RECAP,0.7049180327868853
46051,46051,100,183,72,16,1,41,17,330,241,88,1,0.5545454545454546,0.21818181818181817,0.048484848484848485,0.0030303030303030303,0.12424242424242424,0.051515151515151514,0.7303030303030303,0.26666666666666666,0.0030303030303030303,Martin J. Golden RECAP,0.7303030303030303
46052,46052,100,322,99,12,0,32,16,481,370,111,0,0.6694386694386695,0.20582120582120583,0.02494802494802495,0.0,0.06652806652806653,0.033264033264033266,0.7692307692307693,0.23076923076923078,0.0,Martin J. Golden RECAP,0.7692307692307693
46053,46053,100,151,96,22,0,35,15,319,201,118,0,0.47335423197492166,0.30094043887147337,0.06896551724137931,0.0,0.109717868338558,0.047021943573667714,0.6300940438871473,0.36990595611285265,0.0,Martin J. Golden RECAP,0.6300940438871473
46054,46054,100,68,68,17,0,17,12,182,97,85,0,0.37362637362637363,0.37362637362637363,0.09340659340659341,0.0,0.09340659340659341,0.06593406593406594,0.532967032967033,0.46703296703296704,0.0,Martin J. Golden RECAP,0.532967032967033
46055,46055,100,110,109,13,0,17,8,257,135,122,0,0.4280155642023346,0.42412451361867703,0.05058365758754864,0.0,0.06614785992217899,0.0311284046692607,0.5252918287937743,0.47470817120622566,0.0,Martin J. Golden RECAP,0.5252918287937743
46056,46056,100,140,101,30,0,26,10,307,176,131,0,0.4560260586319218,0.3289902280130293,0.09771986970684039,0.0,0.08469055374592833,0.03257328990228013,0.5732899022801303,0.42671009771986973,0.0,Martin J. Golden RECAP,0.5732899022801303
46057,46057,100,199,115,25,0,40,17,396,256,140,0,0.5025252525252525,0.2904040404040404,0.06313131313131314,0.0,0.10101010101010101,0.04292929292929293,0.6464646464646465,0.35353535353535354,0.0,Martin J. Golden RECAP,0.6464646464646465
46058,46058,100,99,113,21,0,19,9,261,127,134,0,0.3793103448275862,0.4329501915708812,0.08045977011494253,0.0,0.07279693486590039,0.034482758620689655,0.48659003831417624,0.5134099616858238,0.0,James T. Kemmerer RECAP,0.5134099616858238
46059,46059,100,110,99,20,2,26,6,263,142,119,2,0.41825095057034223,0.376425855513308,0.07604562737642585,0.0076045627376425855,0.09885931558935361,0.022813688212927757,0.5399239543726235,0.4524714828897338,0.0076045627376425855,Martin J. Golden RECAP,0.5399239543726235
46060,46060,100,212,128,27,0,49,20,436,281,155,0,0.48623853211009177,0.29357798165137616,0.06192660550458716,0.0,0.11238532110091744,0.045871559633027525,0.6444954128440367,0.3555045871559633,0.0,Martin J. Golden RECAP,0.6444954128440367
46061,46061,100,149,78,21,1,26,13,288,188,99,1,0.5173611111111112,0.2708333333333333,0.07291666666666667,0.003472222222222222,0.09027777777777778,0.04513888888888889,0.6527777777777778,0.34375,0.003472222222222222,Martin J. Golden RECAP,0.6527777777777778
46062,46062,100,196,152,23,2,36,13,422,245,175,2,0.46445497630331756,0.36018957345971564,0.054502369668246446,0.004739336492890996,0.08530805687203792,0.030805687203791468,0.580568720379147,0.4146919431279621,0.004739336492890996,Martin J. Golden RECAP,0.580568720379147
46063,46063,100,105,85,15,0,20,8,233,133,100,0,0.45064377682403434,0.3648068669527897,0.06437768240343347,0.0,0.08583690987124463,0.034334763948497854,0.5708154506437768,0.4291845493562232,0.0,Martin J. Golden RECAP,0.5708154506437768
46064,46064,100,147,120,20,0,51,9,347,207,140,0,0.42363112391930835,0.345821325648415,0.05763688760806916,0.0,0.14697406340057637,0.025936599423631124,0.5965417867435159,0.4034582132564842,0.0,Martin J. Golden RECAP,0.5965417867435159
46065,46065,100,174,103,16,0,45,13,351,232,119,0,0.49572649572649574,0.2934472934472934,0.045584045584045586,0.0,0.1282051282051282,0.037037037037037035,0.6609686609686609,0.33903133903133903,0.0,Martin J. Golden RECAP,0.6609686609686609
46066,46066,100,73,52,6,0,17,12,160,102,58,0,0.45625,0.325,0.0375,0.0,0.10625,0.075,0.6375,0.3625,0.0,Martin J. Golden RECAP,0.6375
46067,46067,100,212,47,10,0,53,14,336,279,57,0,0.6309523809523809,0.13988095238095238,0.02976190476190476,0.0,0.15773809523809523,0.041666666666666664,0.8303571428571429,0.16964285714285715,0.0,Martin J. Golden RECAP,0.8303571428571429
46068,46068,100,203,51,10,0,46,14,324,263,61,0,0.6265432098765432,0.1574074074074074,0.030864197530864196,0.0,0.1419753086419753,0.043209876543209874,0.8117283950617284,0.1882716049382716,0.0,Martin J. Golden RECAP,0.8117283950617284
46069,46069,100,225,72,10,0,50,12,369,287,82,0,0.6097560975609756,0.1951219512195122,0.02710027100271003,0.0,0.13550135501355012,0.032520325203252036,0.7777777777777778,0.2222222222222222,0.0,Martin J. Golden RECAP,0.7777777777777778
46070,46070,100,167,31,11,1,52,9,271,228,42,1,0.6162361623616236,0.11439114391143912,0.04059040590405904,0.0036900369003690036,0.1918819188191882,0.033210332103321034,0.8413284132841329,0.15498154981549817,0.0036900369003690036,Martin J. Golden RECAP,0.8413284132841329
46071,46071,100,193,53,7,0,34,5,292,232,60,0,0.660958904109589,0.1815068493150685,0.023972602739726026,0.0,0.11643835616438356,0.017123287671232876,0.7945205479452054,0.2054794520547945,0.0,Martin J. Golden RECAP,0.7945205479452054
46072,46072,100,148,58,11,0,41,12,270,201,69,0,0.5481481481481482,0.21481481481481482,0.040740740740740744,0.0,0.15185185185185185,0.044444444444444446,0.7444444444444445,0.25555555555555554,0.0,Martin J. Golden RECAP,0.7444444444444445
46074,46074,100,9,9,0,0,1,4,23,14,9,0,0.391304347826087,0.391304347826087,0.0,0.0,0.043478260869565216,0.17391304347826086,0.6086956521739131,0.391304347826087,0.0,Martin J. Golden RECAP,0.6086956521739131
47001,47001,100,99,57,4,0,24,8,192,131,61,0,0.515625,0.296875,0.020833333333333332,0.0,0.125,0.041666666666666664,0.6822916666666666,0.3177083333333333,0.0,Martin J. Golden RECAP,0.6822916666666666
47002,47002,100,90,59,11,0,22,3,185,115,70,0,0.4864864864864865,0.31891891891891894,0.05945945945945946,0.0,0.11891891891891893,0.016216216216216217,0.6216216216216216,0.3783783783783784,0.0,Martin J. Golden RECAP,0.6216216216216216
47003,47003,100,94,51,9,1,23,5,183,122,60,1,0.5136612021857924,0.2786885245901639,0.04918032786885246,0.00546448087431694,0.12568306010928962,0.0273224043715847,0.6666666666666666,0.32786885245901637,0.00546448087431694,Martin J. Golden RECAP,0.6666666666666666
47005,47005,100,89,47,3,1,14,8,162,111,50,1,0.5493827160493827,0.29012345679012347,0.018518518518518517,0.006172839506172839,0.08641975308641975,0.04938271604938271,0.6851851851851852,0.30864197530864196,0.006172839506172839,Martin J. Golden RECAP,0.6851851851851852
47006,47006,100,61,41,8,0,11,2,123,74,49,0,0.4959349593495935,0.3333333333333333,0.06504065040650407,0.0,0.08943089430894309,0.016260162601626018,0.6016260162601627,0.3983739837398374,0.0,Martin J. Golden RECAP,0.6016260162601627
47007,47007,100,81,50,6,0,12,5,154,98,56,0,0.525974025974026,0.3246753246753247,0.03896103896103896,0.0,0.07792207792207792,0.032467532467532464,0.6363636363636364,0.36363636363636365,0.0,Martin J. Golden RECAP,0.6363636363636364
47008,47008,100,87,48,1,0,9,6,151,102,49,0,0.5761589403973509,0.31788079470198677,0.006622516556291391,0.0,0.059602649006622516,0.039735099337748346,0.6754966887417219,0.32450331125827814,0.0,Martin J. Golden RECAP,0.6754966887417219
47009,47009,100,120,57,2,0,24,8,211,152,59,0,0.5687203791469194,0.27014218009478674,0.009478672985781991,0.0,0.11374407582938388,0.037914691943127965,0.7203791469194313,0.2796208530805687,0.0,Martin J. Golden RECAP,0.7203791469194313
47010,47010,100,10,9,1,0,5,0,25,15,10,0,0.4,0.36,0.04,0.0,0.2,0.0,0.6,0.4,0.0,Martin J. Golden RECAP,0.6
47019,47019,100,20,14,2,1,2,1,40,23,16,1,0.5,0.35,0.05,0.025,0.05,0.025,0.575,0.4,0.025,Martin J. Golden RECAP,0.575
47020,47020,100,60,37,3,0,9,8,117,77,40,0,0.5128205128205128,0.3162393162393162,0.02564102564102564,0.0,0.07692307692307693,0.06837606837606838,0.6581196581196581,0.3418803418803419,0.0,Martin J. Golden RECAP,0.6581196581196581
47021,47021,100,73,43,3,1,22,5,147,100,46,1,0.4965986394557823,0.2925170068027211,0.02040816326530612,0.006802721088435374,0.14965986394557823,0.034013605442176874,0.6802721088435374,0.3129251700680272,0.006802721088435374,Martin J. Golden RECAP,0.6802721088435374
47022,47022,100,56,16,1,0,10,2,85,68,17,0,0.6588235294117647,0.18823529411764706,0.011764705882352941,0.0,0.11764705882352941,0.023529411764705882,0.8,0.2,0.0,Martin J. Golden RECAP,0.8
47030,47030,100,38,30,4,0,3,2,77,43,34,0,0.4935064935064935,0.38961038961038963,0.05194805194805195,0.0,0.03896103896103896,0.025974025974025976,0.5584415584415584,0.44155844155844154,0.0,Martin J. Golden RECAP,0.5584415584415584
47034,47034,100,33,15,2,0,12,7,69,52,17,0,0.4782608695652174,0.21739130434782608,0.028985507246376812,0.0,0.17391304347826086,0.10144927536231885,0.7536231884057971,0.2463768115942029,0.0,Martin J. Golden RECAP,0.7536231884057971
47038,47038,100,23,16,4,0,5,2,50,30,20,0,0.46,0.32,0.08,0.0,0.1,0.04,0.6,0.4,0.0,Martin J. Golden RECAP,0.6
47039,47039,100,45,14,3,1,16,0,79,61,17,1,0.569620253164557,0.17721518987341772,0.0379746835443038,0.012658227848101266,0.20253164556962025,0.0,0.7721518987341772,0.21518987341772153,0.012658227848101266,Martin J. Golden RECAP,0.7721518987341772
47043,47043,100,76,31,3,0,7,7,124,90,34,0,0.6129032258064516,0.25,0.024193548387096774,0.0,0.056451612903225805,0.056451612903225805,0.7258064516129032,0.27419354838709675,0.0,Martin J. Golden RECAP,0.7258064516129032
47044,47044,100,87,61,4,0,13,9,174,109,65,0,0.5,0.3505747126436782,0.022988505747126436,0.0,0.07471264367816093,0.05172413793103448,0.6264367816091954,0.3735632183908046,0.0,Martin J. Golden RECAP,0.6264367816091954
47045,47045,100,63,35,3,0,14,7,122,84,38,0,0.5163934426229508,0.28688524590163933,0.02459016393442623,0.0,0.11475409836065574,0.05737704918032787,0.6885245901639344,0.3114754098360656,0.0,Martin J. Golden RECAP,0.6885245901639344
47046,47046,100,74,48,8,0,19,2,151,95,56,0,0.4900662251655629,0.31788079470198677,0.052980132450331126,0.0,0.12582781456953643,0.013245033112582781,0.6291390728476821,0.3708609271523179,0.0,Martin J. Golden RECAP,0.6291390728476821
47047,47047,100,103,44,7,0,13,8,175,124,51,0,0.5885714285714285,0.25142857142857145,0.04,0.0,0.07428571428571429,0.045714285714285714,0.7085714285714285,0.2914285714285714,0.0,Martin J. Golden RECAP,0.7085714285714285
47048,47048,100,65,16,3,1,11,5,101,81,19,1,0.6435643564356436,0.15841584158415842,0.0297029702970297,0.009900990099009901,0.10891089108910891,0.04950495049504951,0.801980198019802,0.18811881188118812,0.009900990099009901,Martin J. Golden RECAP,0.801980198019802
47049,47049,100,144,70,9,2,23,4,252,171,79,2,0.5714285714285714,0.2777777777777778,0.03571428571428571,0.007936507936507936,0.09126984126984126,0.015873015873015872,0.6785714285714286,0.3134920634920635,0.007936507936507936,Martin J. Golden RECAP,0.6785714285714286
47050,47050,100,101,46,7,1,19,9,183,129,53,1,0.5519125683060109,0.25136612021857924,0.03825136612021858,0.00546448087431694,0.10382513661202186,0.04918032786885246,0.7049180327868853,0.2896174863387978,0.00546448087431694,Martin J. Golden RECAP,0.7049180327868853
47051,47051,100,45,41,9,0,8,4,107,57,50,0,0.4205607476635514,0.38317757009345793,0.08411214953271028,0.0,0.07476635514018691,0.037383177570093455,0.5327102803738317,0.4672897196261682,0.0,Martin J. Golden RECAP,0.5327102803738317
47052,47052,100,42,19,7,0,4,2,74,48,26,0,0.5675675675675675,0.25675675675675674,0.0945945945945946,0.0,0.05405405405405406,0.02702702702702703,0.6486486486486487,0.35135135135135137,0.0,Martin J. Golden RECAP,0.6486486486486487
47055,47055,100,87,58,5,0,12,6,168,105,63,0,0.5178571428571429,0.34523809523809523,0.02976190476190476,0.0,0.07142857142857142,0.03571428571428571,0.625,0.375,0.0,Martin J. Golden RECAP,0.625
47056,47056,100,54,51,3,0,11,2,121,67,54,0,0.4462809917355372,0.4214876033057851,0.024793388429752067,0.0,0.09090909090909091,0.01652892561983471,0.5537190082644629,0.4462809917355372,0.0,Martin J. Golden RECAP,0.5537190082644629
47065,47065,100,97,50,3,0,14,6,170,117,53,0,0.5705882352941176,0.29411764705882354,0.01764705882352941,0.0,0.08235294117647059,0.03529411764705882,0.6882352941176471,0.31176470588235294,0.0,Martin J. Golden RECAP,0.6882352941176471
47066,47066,100,37,23,2,0,4,2,68,43,25,0,0.5441176470588235,0.3382352941176471,0.029411764705882353,0.0,0.058823529411764705,0.029411764705882353,0.6323529411764706,0.36764705882352944,0.0,Martin J. Golden RECAP,0.6323529411764706
47067,47067,100,60,16,3,0,4,2,85,66,19,0,0.7058823529411765,0.18823529411764706,0.03529411764705882,0.0,0.047058823529411764,0.023529411764705882,0.7764705882352941,0.2235294117647059,0.0,Martin J. Golden RECAP,0.7764705882352941
48034,48034,100,60,17,1,0,18,2,98,80,18,0,0.6122448979591837,0.17346938775510204,0.01020408163265306,0.0,0.1836734693877551,0.02040816326530612,0.8163265306122449,0.1836734693877551,0.0,Martin J. Golden RECAP,0.8163265306122449
48035,48035,100,6,9,3,0,1,1,20,8,12,0,0.3,0.45,0.15,0.0,0.05,0.05,0.4,0.6,0.0,James T. Kemmerer RECAP,0.6
48037,48037,100,43,23,2,0,15,2,85,60,25,0,0.5058823529411764,0.27058823529411763,0.023529411764705882,0.0,0.17647058823529413,0.023529411764705882,0.7058823529411765,0.29411764705882354,0.0,Martin J. Golden RECAP,0.7058823529411765
48046,48046,100,105,26,6,0,28,10,175,143,32,0,0.6,0.14857142857142858,0.03428571428571429,0.0,0.16,0.05714285714285714,0.8171428571428572,0.18285714285714286,0.0,Martin J. Golden RECAP,0.8171428571428572
48047,48047,100,123,48,6,0,34,13,224,170,54,0,0.5491071428571429,0.21428571428571427,0.026785714285714284,0.0,0.15178571428571427,0.05803571428571429,0.7589285714285714,0.24107142857142858,0.0,Martin J. Golden RECAP,0.7589285714285714
48048,48048,100,161,18,1,0,41,6,227,208,19,0,0.7092511013215859,0.07929515418502203,0.004405286343612335,0.0,0.18061674008810572,0.02643171806167401,0.9162995594713657,0.08370044052863436,0.0,Martin J. Golden RECAP,0.9162995594713657
