ED,Reported As,Reporting,Joseph P. Addabbo Jr. (Democratic),Michael Conigliaro (Republican),Scattered,Michael Conigliaro (Conservative),Total Votes,Joseph P. Addabbo Jr. RECAP,Michael Conigliaro RECAP,Scattered RECAP,p_Joseph P. Addabbo Jr. (Democratic),p_Michael Conigliaro (Republican),p_Scattered,p_Michael Conigliaro (Conservative),p_Joseph P. Addabbo Jr. RECAP,p_Michael Conigliaro RECAP,p_Scattered RECAP,winner,winner_p
23011,23011,100,147,130,0,39,316,147,169,0,0.4651898734177215,0.41139240506329117,0.0,0.12341772151898735,0.4651898734177215,0.5348101265822784,0.0,Michael Conigliaro RECAP,0.5348101265822784
23012,23012,100,145,41,1,12,199,145,53,1,0.7286432160804021,0.20603015075376885,0.005025125628140704,0.06030150753768844,0.7286432160804021,0.2663316582914573,0.005025125628140704,Joseph P. Addabbo Jr. RECAP,0.7286432160804021
23013,23013,100,145,78,0,25,248,145,103,0,0.5846774193548387,0.31451612903225806,0.0,0.10080645161290322,0.5846774193548387,0.4153225806451613,0.0,Joseph P. Addabbo Jr. RECAP,0.5846774193548387
23014,23014,100,177,156,1,31,365,177,187,1,0.4849315068493151,0.4273972602739726,0.0027397260273972603,0.08493150684931507,0.4849315068493151,0.5123287671232877,0.0027397260273972603,Michael Conigliaro RECAP,0.5123287671232877
23015,23015,100,236,70,0,20,326,236,90,0,0.7239263803680982,0.2147239263803681,0.0,0.06134969325153374,0.7239263803680982,0.27607361963190186,0.0,Joseph P. Addabbo Jr. RECAP,0.7239263803680982
23016,23016,100,245,72,1,17,335,245,89,1,0.7313432835820896,0.21492537313432836,0.0029850746268656717,0.050746268656716415,0.7313432835820896,0.2656716417910448,0.0029850746268656717,Joseph P. Addabbo Jr. RECAP,0.7313432835820896
23017,23017,100,150,28,1,5,184,150,33,1,0.8152173913043478,0.15217391304347827,0.005434782608695652,0.02717391304347826,0.8152173913043478,0.1793478260869565,0.005434782608695652,Joseph P. Addabbo Jr. RECAP,0.8152173913043478
23021,23021,100,83,33,2,3,121,83,36,2,0.6859504132231405,0.2727272727272727,0.01652892561983471,0.024793388429752067,0.6859504132231405,0.2975206611570248,0.01652892561983471,Joseph P. Addabbo Jr. RECAP,0.6859504132231405
23022,23022,100,1,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Joseph P. Addabbo Jr. RECAP,1.0
23023,23023,100,105,109,0,4,218,105,113,0,0.481651376146789,0.5,0.0,0.01834862385321101,0.481651376146789,0.518348623853211,0.0,Michael Conigliaro RECAP,0.518348623853211
23024,23024,100,196,27,0,5,228,196,32,0,0.8596491228070176,0.11842105263157894,0.0,0.021929824561403508,0.8596491228070176,0.14035087719298245,0.0,Joseph P. Addabbo Jr. RECAP,0.8596491228070176
23025,23025,100,147,55,0,38,240,147,93,0,0.6125,0.22916666666666666,0.0,0.15833333333333333,0.6125,0.3875,0.0,Joseph P. Addabbo Jr. RECAP,0.6125
23026,23026,100,215,65,0,4,284,215,69,0,0.7570422535211268,0.22887323943661972,0.0,0.014084507042253521,0.7570422535211268,0.24295774647887325,0.0,Joseph P. Addabbo Jr. RECAP,0.7570422535211268
23027,23027,100,95,135,2,51,283,95,186,2,0.33568904593639576,0.47703180212014135,0.007067137809187279,0.18021201413427562,0.33568904593639576,0.657243816254417,0.007067137809187279,Michael Conigliaro RECAP,0.657243816254417
23028,23028,100,128,131,0,38,297,128,169,0,0.43097643097643096,0.44107744107744107,0.0,0.12794612794612795,0.43097643097643096,0.569023569023569,0.0,Michael Conigliaro RECAP,0.569023569023569
23039,23039,100,127,97,1,36,261,127,133,1,0.48659003831417624,0.3716475095785441,0.0038314176245210726,0.13793103448275862,0.48659003831417624,0.5095785440613027,0.0038314176245210726,Michael Conigliaro RECAP,0.5095785440613027
23040,23040,100,135,111,0,32,278,135,143,0,0.4856115107913669,0.39928057553956836,0.0,0.11510791366906475,0.4856115107913669,0.5143884892086331,0.0,Michael Conigliaro RECAP,0.5143884892086331
23041,23041,100,107,82,0,24,213,107,106,0,0.5023474178403756,0.38497652582159625,0.0,0.11267605633802817,0.5023474178403756,0.49765258215962443,0.0,Joseph P. Addabbo Jr. RECAP,0.5023474178403756
23043,23043,100,63,18,0,2,83,63,20,0,0.7590361445783133,0.21686746987951808,0.0,0.024096385542168676,0.7590361445783133,0.24096385542168675,0.0,Joseph P. Addabbo Jr. RECAP,0.7590361445783133
23044,23044,100,145,134,0,21,300,145,155,0,0.48333333333333334,0.44666666666666666,0.0,0.07,0.48333333333333334,0.5166666666666667,0.0,Michael Conigliaro RECAP,0.5166666666666667
23045,23045,100,151,134,0,24,309,151,158,0,0.4886731391585761,0.4336569579288026,0.0,0.07766990291262135,0.4886731391585761,0.511326860841424,0.0,Michael Conigliaro RECAP,0.511326860841424
23046,23046,100,136,137,0,43,316,136,180,0,0.43037974683544306,0.43354430379746833,0.0,0.1360759493670886,0.43037974683544306,0.569620253164557,0.0,Michael Conigliaro RECAP,0.569620253164557
23047,23047,100,101,78,0,13,192,101,91,0,0.5260416666666666,0.40625,0.0,0.06770833333333333,0.5260416666666666,0.4739583333333333,0.0,Joseph P. Addabbo Jr. RECAP,0.5260416666666666
23048,23048,100,104,62,0,14,180,104,76,0,0.5777777777777777,0.34444444444444444,0.0,0.07777777777777778,0.5777777777777777,0.4222222222222222,0.0,Joseph P. Addabbo Jr. RECAP,0.5777777777777777
23049,23049,100,182,124,0,27,333,182,151,0,0.5465465465465466,0.37237237237237236,0.0,0.08108108108108109,0.5465465465465466,0.45345345345345345,0.0,Joseph P. Addabbo Jr. RECAP,0.5465465465465466
23050,23050,100,206,80,0,22,308,206,102,0,0.6688311688311688,0.2597402597402597,0.0,0.07142857142857142,0.6688311688311688,0.33116883116883117,0.0,Joseph P. Addabbo Jr. RECAP,0.6688311688311688
23051,23051,100,153,102,0,36,291,153,138,0,0.5257731958762887,0.35051546391752575,0.0,0.12371134020618557,0.5257731958762887,0.4742268041237113,0.0,Joseph P. Addabbo Jr. RECAP,0.5257731958762887
23052,23052,100,82,63,0,20,165,82,83,0,0.49696969696969695,0.38181818181818183,0.0,0.12121212121212122,0.49696969696969695,0.503030303030303,0.0,Michael Conigliaro RECAP,0.503030303030303
23053,23053,100,155,53,0,15,223,155,68,0,0.695067264573991,0.23766816143497757,0.0,0.06726457399103139,0.695067264573991,0.30493273542600896,0.0,Joseph P. Addabbo Jr. RECAP,0.695067264573991
23054,23054,100,156,81,0,17,254,156,98,0,0.6141732283464567,0.3188976377952756,0.0,0.06692913385826772,0.6141732283464567,0.3858267716535433,0.0,Joseph P. Addabbo Jr. RECAP,0.6141732283464567
23055,23055,100,43,13,0,2,58,43,15,0,0.7413793103448276,0.22413793103448276,0.0,0.034482758620689655,0.7413793103448276,0.25862068965517243,0.0,Joseph P. Addabbo Jr. RECAP,0.7413793103448276
23056,23056,100,142,56,0,9,207,142,65,0,0.6859903381642513,0.27053140096618356,0.0,0.043478260869565216,0.6859903381642513,0.3140096618357488,0.0,Joseph P. Addabbo Jr. RECAP,0.6859903381642513
23057,23057,100,158,69,0,18,245,158,87,0,0.6448979591836734,0.2816326530612245,0.0,0.07346938775510205,0.6448979591836734,0.3551020408163265,0.0,Joseph P. Addabbo Jr. RECAP,0.6448979591836734
23058,23058,100,162,53,0,13,228,162,66,0,0.7105263157894737,0.2324561403508772,0.0,0.05701754385964912,0.7105263157894737,0.2894736842105263,0.0,Joseph P. Addabbo Jr. RECAP,0.7105263157894737
23059,23059,100,150,27,0,7,184,150,34,0,0.8152173913043478,0.14673913043478262,0.0,0.03804347826086957,0.8152173913043478,0.18478260869565216,0.0,Joseph P. Addabbo Jr. RECAP,0.8152173913043478
23060,23060,100,95,32,0,7,134,95,39,0,0.7089552238805971,0.23880597014925373,0.0,0.05223880597014925,0.7089552238805971,0.291044776119403,0.0,Joseph P. Addabbo Jr. RECAP,0.7089552238805971
23061,23061,100,201,78,0,19,298,201,97,0,0.674496644295302,0.26174496644295303,0.0,0.06375838926174497,0.674496644295302,0.32550335570469796,0.0,Joseph P. Addabbo Jr. RECAP,0.674496644295302
23062,23062,100,262,95,0,36,393,262,131,0,0.6666666666666666,0.24173027989821882,0.0,0.0916030534351145,0.6666666666666666,0.3333333333333333,0.0,Joseph P. Addabbo Jr. RECAP,0.6666666666666666
23063,23063,100,255,84,0,37,376,255,121,0,0.6781914893617021,0.22340425531914893,0.0,0.09840425531914894,0.6781914893617021,0.32180851063829785,0.0,Joseph P. Addabbo Jr. RECAP,0.6781914893617021
23064,23064,100,254,113,0,32,399,254,145,0,0.6365914786967418,0.2832080200501253,0.0,0.08020050125313283,0.6365914786967418,0.3634085213032581,0.0,Joseph P. Addabbo Jr. RECAP,0.6365914786967418
23065,23065,100,155,72,0,10,237,155,82,0,0.6540084388185654,0.3037974683544304,0.0,0.04219409282700422,0.6540084388185654,0.3459915611814346,0.0,Joseph P. Addabbo Jr. RECAP,0.6540084388185654
23068,23068,100,97,14,0,4,115,97,18,0,0.8434782608695652,0.12173913043478261,0.0,0.034782608695652174,0.8434782608695652,0.1565217391304348,0.0,Joseph P. Addabbo Jr. RECAP,0.8434782608695652
23069,23069,100,84,28,0,4,116,84,32,0,0.7241379310344828,0.2413793103448276,0.0,0.034482758620689655,0.7241379310344828,0.27586206896551724,0.0,Joseph P. Addabbo Jr. RECAP,0.7241379310344828
23070,23070,100,103,30,0,6,139,103,36,0,0.7410071942446043,0.2158273381294964,0.0,0.04316546762589928,0.7410071942446043,0.2589928057553957,0.0,Joseph P. Addabbo Jr. RECAP,0.7410071942446043
23072,23072,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23075,23075,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23076,23076,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23080,23072,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23081,23072,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23082,23072,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23083,23022,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
25001,25001,100,123,76,0,10,209,123,86,0,0.5885167464114832,0.36363636363636365,0.0,0.04784688995215311,0.5885167464114832,0.41148325358851673,0.0,Joseph P. Addabbo Jr. RECAP,0.5885167464114832
27001,27001,100,94,139,1,23,257,94,162,1,0.3657587548638132,0.5408560311284046,0.0038910505836575876,0.08949416342412451,0.3657587548638132,0.6303501945525292,0.0038910505836575876,Michael Conigliaro RECAP,0.6303501945525292
27018,27018,100,13,9,0,2,24,13,11,0,0.5416666666666666,0.375,0.0,0.08333333333333333,0.5416666666666666,0.4583333333333333,0.0,Joseph P. Addabbo Jr. RECAP,0.5416666666666666
27019,27019,100,177,73,0,3,253,177,76,0,0.6996047430830039,0.2885375494071146,0.0,0.011857707509881422,0.6996047430830039,0.30039525691699603,0.0,Joseph P. Addabbo Jr. RECAP,0.6996047430830039
27022,27022,100,119,74,0,13,206,119,87,0,0.5776699029126213,0.3592233009708738,0.0,0.06310679611650485,0.5776699029126213,0.4223300970873786,0.0,Joseph P. Addabbo Jr. RECAP,0.5776699029126213
27024,27024,100,98,95,0,14,207,98,109,0,0.47342995169082125,0.45893719806763283,0.0,0.06763285024154589,0.47342995169082125,0.5265700483091788,0.0,Michael Conigliaro RECAP,0.5265700483091788
27025,27025,100,82,174,2,15,273,82,189,2,0.30036630036630035,0.6373626373626373,0.007326007326007326,0.054945054945054944,0.30036630036630035,0.6923076923076923,0.007326007326007326,Michael Conigliaro RECAP,0.6923076923076923
27026,27026,100,87,109,0,16,212,87,125,0,0.41037735849056606,0.5141509433962265,0.0,0.07547169811320754,0.41037735849056606,0.589622641509434,0.0,Michael Conigliaro RECAP,0.589622641509434
27027,27027,100,92,115,1,15,223,92,130,1,0.4125560538116592,0.515695067264574,0.004484304932735426,0.06726457399103139,0.4125560538116592,0.5829596412556054,0.004484304932735426,Michael Conigliaro RECAP,0.5829596412556054
27028,27028,100,149,60,0,8,217,149,68,0,0.6866359447004609,0.2764976958525346,0.0,0.03686635944700461,0.6866359447004609,0.31336405529953915,0.0,Joseph P. Addabbo Jr. RECAP,0.6866359447004609
27029,27029,100,73,43,0,11,127,73,54,0,0.5748031496062992,0.33858267716535434,0.0,0.08661417322834646,0.5748031496062992,0.4251968503937008,0.0,Joseph P. Addabbo Jr. RECAP,0.5748031496062992
27030,27030,100,66,78,0,26,170,66,104,0,0.38823529411764707,0.4588235294117647,0.0,0.15294117647058825,0.38823529411764707,0.611764705882353,0.0,Michael Conigliaro RECAP,0.611764705882353
27046,27046,100,32,30,0,1,63,32,31,0,0.5079365079365079,0.47619047619047616,0.0,0.015873015873015872,0.5079365079365079,0.49206349206349204,0.0,Joseph P. Addabbo Jr. RECAP,0.5079365079365079
27070,27070,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
28003,28003,100,139,58,0,21,218,139,79,0,0.6376146788990825,0.26605504587155965,0.0,0.0963302752293578,0.6376146788990825,0.3623853211009174,0.0,Joseph P. Addabbo Jr. RECAP,0.6376146788990825
28006,28006,100,75,40,0,21,136,75,61,0,0.5514705882352942,0.29411764705882354,0.0,0.15441176470588236,0.5514705882352942,0.4485294117647059,0.0,Joseph P. Addabbo Jr. RECAP,0.5514705882352942
28009,28009,100,99,36,0,18,153,99,54,0,0.6470588235294118,0.23529411764705882,0.0,0.11764705882352941,0.6470588235294118,0.35294117647058826,0.0,Joseph P. Addabbo Jr. RECAP,0.6470588235294118
28010,28010,100,140,73,0,12,225,140,85,0,0.6222222222222222,0.3244444444444444,0.0,0.05333333333333334,0.6222222222222222,0.37777777777777777,0.0,Joseph P. Addabbo Jr. RECAP,0.6222222222222222
28012,28012,100,132,51,0,4,187,132,55,0,0.7058823529411765,0.2727272727272727,0.0,0.0213903743315508,0.7058823529411765,0.29411764705882354,0.0,Joseph P. Addabbo Jr. RECAP,0.7058823529411765
28014,28014,100,54,36,0,5,95,54,41,0,0.5684210526315789,0.37894736842105264,0.0,0.05263157894736842,0.5684210526315789,0.43157894736842106,0.0,Joseph P. Addabbo Jr. RECAP,0.5684210526315789
28015,28015,100,118,103,0,32,253,118,135,0,0.466403162055336,0.40711462450592883,0.0,0.12648221343873517,0.466403162055336,0.5335968379446641,0.0,Michael Conigliaro RECAP,0.5335968379446641
28016,28016,100,80,185,0,50,315,80,235,0,0.25396825396825395,0.5873015873015873,0.0,0.15873015873015872,0.25396825396825395,0.746031746031746,0.0,Michael Conigliaro RECAP,0.746031746031746
28017,28017,100,83,119,3,24,229,83,143,3,0.3624454148471616,0.519650655021834,0.013100436681222707,0.10480349344978165,0.3624454148471616,0.6244541484716157,0.013100436681222707,Michael Conigliaro RECAP,0.6244541484716157
28018,28018,100,154,127,1,28,310,154,155,1,0.4967741935483871,0.4096774193548387,0.0032258064516129032,0.09032258064516129,0.4967741935483871,0.5,0.0032258064516129032,Michael Conigliaro RECAP,0.5
28019,28019,100,196,129,1,18,344,196,147,1,0.5697674418604651,0.375,0.0029069767441860465,0.05232558139534884,0.5697674418604651,0.4273255813953488,0.0029069767441860465,Joseph P. Addabbo Jr. RECAP,0.5697674418604651
28020,28020,100,201,82,1,17,301,201,99,1,0.6677740863787376,0.2724252491694352,0.0033222591362126247,0.05647840531561462,0.6677740863787376,0.3289036544850498,0.0033222591362126247,Joseph P. Addabbo Jr. RECAP,0.6677740863787376
28021,28021,100,197,124,0,21,342,197,145,0,0.5760233918128655,0.36257309941520466,0.0,0.06140350877192982,0.5760233918128655,0.4239766081871345,0.0,Joseph P. Addabbo Jr. RECAP,0.5760233918128655
28022,28022,100,220,95,0,19,334,220,114,0,0.6586826347305389,0.2844311377245509,0.0,0.05688622754491018,0.6586826347305389,0.3413173652694611,0.0,Joseph P. Addabbo Jr. RECAP,0.6586826347305389
28023,28023,100,210,61,0,6,277,210,67,0,0.7581227436823105,0.22021660649819494,0.0,0.021660649819494584,0.7581227436823105,0.24187725631768953,0.0,Joseph P. Addabbo Jr. RECAP,0.7581227436823105
28024,28024,100,122,38,0,5,165,122,43,0,0.7393939393939394,0.23030303030303031,0.0,0.030303030303030304,0.7393939393939394,0.2606060606060606,0.0,Joseph P. Addabbo Jr. RECAP,0.7393939393939394
28032,28032,100,118,53,0,7,178,118,60,0,0.6629213483146067,0.29775280898876405,0.0,0.03932584269662921,0.6629213483146067,0.33707865168539325,0.0,Joseph P. Addabbo Jr. RECAP,0.6629213483146067
28033,28033,100,4,5,0,0,9,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,Michael Conigliaro RECAP,0.5555555555555556
28047,28047,100,261,68,1,14,344,261,82,1,0.7587209302325582,0.19767441860465115,0.0029069767441860465,0.040697674418604654,0.7587209302325582,0.23837209302325582,0.0029069767441860465,Joseph P. Addabbo Jr. RECAP,0.7587209302325582
28048,28048,100,223,63,0,5,291,223,68,0,0.7663230240549829,0.21649484536082475,0.0,0.01718213058419244,0.7663230240549829,0.23367697594501718,0.0,Joseph P. Addabbo Jr. RECAP,0.7663230240549829
28049,28049,100,113,43,0,4,160,113,47,0,0.70625,0.26875,0.0,0.025,0.70625,0.29375,0.0,Joseph P. Addabbo Jr. RECAP,0.70625
28060,28060,100,152,69,0,15,236,152,84,0,0.6440677966101694,0.2923728813559322,0.0,0.0635593220338983,0.6440677966101694,0.3559322033898305,0.0,Joseph P. Addabbo Jr. RECAP,0.6440677966101694
28061,28061,100,102,64,0,12,178,102,76,0,0.5730337078651685,0.3595505617977528,0.0,0.06741573033707865,0.5730337078651685,0.42696629213483145,0.0,Joseph P. Addabbo Jr. RECAP,0.5730337078651685
28062,28062,100,125,82,0,14,221,125,96,0,0.5656108597285068,0.37104072398190047,0.0,0.06334841628959276,0.5656108597285068,0.4343891402714932,0.0,Joseph P. Addabbo Jr. RECAP,0.5656108597285068
28063,28063,100,149,90,0,8,247,149,98,0,0.6032388663967612,0.3643724696356275,0.0,0.032388663967611336,0.6032388663967612,0.3967611336032389,0.0,Joseph P. Addabbo Jr. RECAP,0.6032388663967612
28064,28064,100,111,98,0,23,232,111,121,0,0.47844827586206895,0.4224137931034483,0.0,0.09913793103448276,0.47844827586206895,0.521551724137931,0.0,Michael Conigliaro RECAP,0.521551724137931
28065,28065,100,175,102,0,15,292,175,117,0,0.5993150684931506,0.3493150684931507,0.0,0.05136986301369863,0.5993150684931506,0.4006849315068493,0.0,Joseph P. Addabbo Jr. RECAP,0.5993150684931506
28066,28066,100,183,109,0,18,310,183,127,0,0.5903225806451613,0.35161290322580646,0.0,0.05806451612903226,0.5903225806451613,0.4096774193548387,0.0,Joseph P. Addabbo Jr. RECAP,0.5903225806451613
28067,28067,100,145,93,0,20,258,145,113,0,0.562015503875969,0.36046511627906974,0.0,0.07751937984496124,0.562015503875969,0.437984496124031,0.0,Joseph P. Addabbo Jr. RECAP,0.562015503875969
28068,28068,100,151,101,0,15,267,151,116,0,0.5655430711610487,0.3782771535580524,0.0,0.056179775280898875,0.5655430711610487,0.4344569288389513,0.0,Joseph P. Addabbo Jr. RECAP,0.5655430711610487
28069,28069,100,85,73,0,18,176,85,91,0,0.48295454545454547,0.4147727272727273,0.0,0.10227272727272728,0.48295454545454547,0.5170454545454546,0.0,Michael Conigliaro RECAP,0.5170454545454546
28070,28070,100,118,133,0,47,298,118,180,0,0.3959731543624161,0.4463087248322148,0.0,0.15771812080536912,0.3959731543624161,0.6040268456375839,0.0,Michael Conigliaro RECAP,0.6040268456375839
28071,28071,100,121,155,0,51,327,121,206,0,0.37003058103975534,0.4740061162079511,0.0,0.1559633027522936,0.37003058103975534,0.6299694189602446,0.0,Michael Conigliaro RECAP,0.6299694189602446
28072,28072,100,86,74,0,28,188,86,102,0,0.4574468085106383,0.39361702127659576,0.0,0.14893617021276595,0.4574468085106383,0.5425531914893617,0.0,Michael Conigliaro RECAP,0.5425531914893617
28073,28073,100,142,87,0,18,247,142,105,0,0.5748987854251012,0.3522267206477733,0.0,0.0728744939271255,0.5748987854251012,0.4251012145748988,0.0,Joseph P. Addabbo Jr. RECAP,0.5748987854251012
28074,28074,100,130,96,2,30,258,130,126,2,0.5038759689922481,0.37209302325581395,0.007751937984496124,0.11627906976744186,0.5038759689922481,0.4883720930232558,0.007751937984496124,Joseph P. Addabbo Jr. RECAP,0.5038759689922481
28075,28075,100,130,156,0,28,314,130,184,0,0.4140127388535032,0.4968152866242038,0.0,0.08917197452229299,0.4140127388535032,0.5859872611464968,0.0,Michael Conigliaro RECAP,0.5859872611464968
28076,28076,100,114,149,1,25,289,114,174,1,0.3944636678200692,0.5155709342560554,0.0034602076124567475,0.08650519031141868,0.3944636678200692,0.6020761245674741,0.0034602076124567475,Michael Conigliaro RECAP,0.6020761245674741
28077,28077,100,133,124,0,28,285,133,152,0,0.4666666666666667,0.43508771929824563,0.0,0.09824561403508772,0.4666666666666667,0.5333333333333333,0.0,Michael Conigliaro RECAP,0.5333333333333333
28078,28078,100,105,42,0,18,165,105,60,0,0.6363636363636364,0.2545454545454545,0.0,0.10909090909090909,0.6363636363636364,0.36363636363636365,0.0,Joseph P. Addabbo Jr. RECAP,0.6363636363636364
28079,28079,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
30003,30003,100,2,2,0,1,5,2,3,0,0.4,0.4,0.0,0.2,0.4,0.6,0.0,Michael Conigliaro RECAP,0.6
30004,30004,100,147,107,0,22,276,147,129,0,0.532608695652174,0.38768115942028986,0.0,0.07971014492753623,0.532608695652174,0.4673913043478261,0.0,Joseph P. Addabbo Jr. RECAP,0.532608695652174
30005,30005,100,106,144,0,38,288,106,182,0,0.3680555555555556,0.5,0.0,0.13194444444444445,0.3680555555555556,0.6319444444444444,0.0,Michael Conigliaro RECAP,0.6319444444444444
30006,30006,100,126,133,0,39,298,126,172,0,0.4228187919463087,0.4463087248322148,0.0,0.13087248322147652,0.4228187919463087,0.5771812080536913,0.0,Michael Conigliaro RECAP,0.5771812080536913
30007,30007,100,110,107,0,27,244,110,134,0,0.45081967213114754,0.4385245901639344,0.0,0.11065573770491803,0.45081967213114754,0.5491803278688525,0.0,Michael Conigliaro RECAP,0.5491803278688525
30008,30008,100,132,147,0,26,305,132,173,0,0.43278688524590164,0.4819672131147541,0.0,0.08524590163934426,0.43278688524590164,0.5672131147540984,0.0,Michael Conigliaro RECAP,0.5672131147540984
30009,30009,100,111,144,1,26,282,111,170,1,0.39361702127659576,0.5106382978723404,0.0035460992907801418,0.09219858156028368,0.39361702127659576,0.6028368794326241,0.0035460992907801418,Michael Conigliaro RECAP,0.6028368794326241
30010,30010,100,125,99,0,32,256,125,131,0,0.48828125,0.38671875,0.0,0.125,0.48828125,0.51171875,0.0,Michael Conigliaro RECAP,0.51171875
30011,30011,100,101,115,0,23,239,101,138,0,0.4225941422594142,0.4811715481171548,0.0,0.09623430962343096,0.4225941422594142,0.5774058577405857,0.0,Michael Conigliaro RECAP,0.5774058577405857
30012,30012,100,108,161,0,31,300,108,192,0,0.36,0.5366666666666666,0.0,0.10333333333333333,0.36,0.64,0.0,Michael Conigliaro RECAP,0.64
30013,30013,100,125,86,0,15,226,125,101,0,0.5530973451327433,0.3805309734513274,0.0,0.06637168141592921,0.5530973451327433,0.4469026548672566,0.0,Joseph P. Addabbo Jr. RECAP,0.5530973451327433
30014,30014,100,96,142,0,25,263,96,167,0,0.3650190114068441,0.5399239543726235,0.0,0.09505703422053231,0.3650190114068441,0.6349809885931559,0.0,Michael Conigliaro RECAP,0.6349809885931559
30015,30015,100,49,91,0,19,159,49,110,0,0.3081761006289308,0.5723270440251572,0.0,0.11949685534591195,0.3081761006289308,0.6918238993710691,0.0,Michael Conigliaro RECAP,0.6918238993710691
30016,30016,100,104,78,0,14,196,104,92,0,0.5306122448979592,0.3979591836734694,0.0,0.07142857142857142,0.5306122448979592,0.46938775510204084,0.0,Joseph P. Addabbo Jr. RECAP,0.5306122448979592
30017,30017,100,131,87,1,15,234,131,102,1,0.5598290598290598,0.3717948717948718,0.004273504273504274,0.0641025641025641,0.5598290598290598,0.4358974358974359,0.004273504273504274,Joseph P. Addabbo Jr. RECAP,0.5598290598290598
30018,30018,100,111,90,0,27,228,111,117,0,0.4868421052631579,0.39473684210526316,0.0,0.11842105263157894,0.4868421052631579,0.5131578947368421,0.0,Michael Conigliaro RECAP,0.5131578947368421
30019,30019,100,1,2,0,0,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,Michael Conigliaro RECAP,0.6666666666666666
30020,30020,100,64,60,2,22,148,64,82,2,0.43243243243243246,0.40540540540540543,0.013513513513513514,0.14864864864864866,0.43243243243243246,0.5540540540540541,0.013513513513513514,Michael Conigliaro RECAP,0.5540540540540541
30021,30021,100,126,87,0,22,235,126,109,0,0.5361702127659574,0.3702127659574468,0.0,0.09361702127659574,0.5361702127659574,0.46382978723404256,0.0,Joseph P. Addabbo Jr. RECAP,0.5361702127659574
30022,30022,100,117,90,0,12,219,117,102,0,0.5342465753424658,0.410958904109589,0.0,0.0547945205479452,0.5342465753424658,0.4657534246575342,0.0,Joseph P. Addabbo Jr. RECAP,0.5342465753424658
