ED,Reported As,Reporting,Eduardo Ramirez (Conservative),Jose E. Serrano (Democratic),Scattered,Jose E. Serrano (Working Families),William Edstrom (Green),Total Votes,Eduardo Ramirez RECAP,Jose E. Serrano RECAP,Scattered RECAP,William Edstrom RECAP,p_Eduardo Ramirez (Conservative),p_Jose E. Serrano (Democratic),p_Scattered,p_Jose E. Serrano (Working Families),p_William Edstrom (Green),p_Eduardo Ramirez RECAP,p_Jose E. Serrano RECAP,p_Scattered RECAP,p_William Edstrom RECAP,winner,winner_p
77036,77036,100,5,91,0,3,0,99,5,94,0,0,0.050505050505050504,0.9191919191919192,0.0,0.030303030303030304,0.0,0.050505050505050504,0.9494949494949495,0.0,0.0,Jose E. Serrano RECAP,0.9494949494949495
77037,77037,100,6,188,0,6,2,202,6,194,0,2,0.0297029702970297,0.9306930693069307,0.0,0.0297029702970297,0.009900990099009901,0.0297029702970297,0.9603960396039604,0.0,0.009900990099009901,Jose E. Serrano RECAP,0.9603960396039604
77038,77038,100,3,82,0,2,0,87,3,84,0,0,0.034482758620689655,0.9425287356321839,0.0,0.022988505747126436,0.0,0.034482758620689655,0.9655172413793104,0.0,0.0,Jose E. Serrano RECAP,0.9655172413793104
77039,77039,100,2,157,0,3,6,168,2,160,0,6,0.011904761904761904,0.9345238095238095,0.0,0.017857142857142856,0.03571428571428571,0.011904761904761904,0.9523809523809523,0.0,0.03571428571428571,Jose E. Serrano RECAP,0.9523809523809523
77040,77040,100,1,108,0,7,2,118,1,115,0,2,0.00847457627118644,0.9152542372881356,0.0,0.059322033898305086,0.01694915254237288,0.00847457627118644,0.9745762711864406,0.0,0.01694915254237288,Jose E. Serrano RECAP,0.9745762711864406
77041,77041,100,0,118,0,5,0,123,0,123,0,0,0.0,0.959349593495935,0.0,0.04065040650406504,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
77042,77042,100,2,110,0,5,1,118,2,115,0,1,0.01694915254237288,0.9322033898305084,0.0,0.0423728813559322,0.00847457627118644,0.01694915254237288,0.9745762711864406,0.0,0.00847457627118644,Jose E. Serrano RECAP,0.9745762711864406
77043,77043,100,0,210,1,7,2,220,0,217,1,2,0.0,0.9545454545454546,0.004545454545454545,0.031818181818181815,0.00909090909090909,0.0,0.9863636363636363,0.004545454545454545,0.00909090909090909,Jose E. Serrano RECAP,0.9863636363636363
77044,77044,100,2,136,2,5,3,148,2,141,2,3,0.013513513513513514,0.918918918918919,0.013513513513513514,0.033783783783783786,0.02027027027027027,0.013513513513513514,0.9527027027027027,0.013513513513513514,0.02027027027027027,Jose E. Serrano RECAP,0.9527027027027027
77045,77045,100,4,236,0,9,6,255,4,245,0,6,0.01568627450980392,0.9254901960784314,0.0,0.03529411764705882,0.023529411764705882,0.01568627450980392,0.9607843137254902,0.0,0.023529411764705882,Jose E. Serrano RECAP,0.9607843137254902
77046,77046,100,4,159,0,2,3,168,4,161,0,3,0.023809523809523808,0.9464285714285714,0.0,0.011904761904761904,0.017857142857142856,0.023809523809523808,0.9583333333333334,0.0,0.017857142857142856,Jose E. Serrano RECAP,0.9583333333333334
77047,77047,100,4,215,0,4,1,224,4,219,0,1,0.017857142857142856,0.9598214285714286,0.0,0.017857142857142856,0.004464285714285714,0.017857142857142856,0.9776785714285714,0.0,0.004464285714285714,Jose E. Serrano RECAP,0.9776785714285714
77048,77048,100,3,182,0,9,4,198,3,191,0,4,0.015151515151515152,0.9191919191919192,0.0,0.045454545454545456,0.020202020202020204,0.015151515151515152,0.9646464646464646,0.0,0.020202020202020204,Jose E. Serrano RECAP,0.9646464646464646
77049,77049,100,1,68,0,5,0,74,1,73,0,0,0.013513513513513514,0.918918918918919,0.0,0.06756756756756757,0.0,0.013513513513513514,0.9864864864864865,0.0,0.0,Jose E. Serrano RECAP,0.9864864864864865
77050,77050,100,3,153,0,3,2,161,3,156,0,2,0.018633540372670808,0.9503105590062112,0.0,0.018633540372670808,0.012422360248447204,0.018633540372670808,0.968944099378882,0.0,0.012422360248447204,Jose E. Serrano RECAP,0.968944099378882
77051,77051,100,2,162,0,3,4,171,2,165,0,4,0.011695906432748537,0.9473684210526315,0.0,0.017543859649122806,0.023391812865497075,0.011695906432748537,0.9649122807017544,0.0,0.023391812865497075,Jose E. Serrano RECAP,0.9649122807017544
77052,77052,100,0,16,0,2,0,18,0,18,0,0,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
77053,77053,100,1,166,0,6,0,173,1,172,0,0,0.005780346820809248,0.9595375722543352,0.0,0.03468208092485549,0.0,0.005780346820809248,0.9942196531791907,0.0,0.0,Jose E. Serrano RECAP,0.9942196531791907
77054,77054,100,2,149,0,7,0,158,2,156,0,0,0.012658227848101266,0.9430379746835443,0.0,0.04430379746835443,0.0,0.012658227848101266,0.9873417721518988,0.0,0.0,Jose E. Serrano RECAP,0.9873417721518988
77055,77055,100,2,152,0,3,0,157,2,155,0,0,0.012738853503184714,0.9681528662420382,0.0,0.01910828025477707,0.0,0.012738853503184714,0.9872611464968153,0.0,0.0,Jose E. Serrano RECAP,0.9872611464968153
77056,77056,100,0,165,0,5,4,174,0,170,0,4,0.0,0.9482758620689655,0.0,0.028735632183908046,0.022988505747126436,0.0,0.9770114942528736,0.0,0.022988505747126436,Jose E. Serrano RECAP,0.9770114942528736
77057,77057,100,5,150,0,10,4,169,5,160,0,4,0.029585798816568046,0.8875739644970414,0.0,0.05917159763313609,0.023668639053254437,0.029585798816568046,0.9467455621301775,0.0,0.023668639053254437,Jose E. Serrano RECAP,0.9467455621301775
77058,77058,100,6,244,0,22,6,278,6,266,0,6,0.02158273381294964,0.8776978417266187,0.0,0.07913669064748201,0.02158273381294964,0.02158273381294964,0.9568345323741008,0.0,0.02158273381294964,Jose E. Serrano RECAP,0.9568345323741008
77059,77059,100,1,116,0,4,0,121,1,120,0,0,0.008264462809917356,0.9586776859504132,0.0,0.03305785123966942,0.0,0.008264462809917356,0.9917355371900827,0.0,0.0,Jose E. Serrano RECAP,0.9917355371900827
77060,77060,100,3,315,1,9,6,334,3,324,1,6,0.008982035928143712,0.9431137724550899,0.0029940119760479044,0.02694610778443114,0.017964071856287425,0.008982035928143712,0.9700598802395209,0.0029940119760479044,0.017964071856287425,Jose E. Serrano RECAP,0.9700598802395209
77061,77061,100,1,61,0,0,3,65,1,61,0,3,0.015384615384615385,0.9384615384615385,0.0,0.0,0.046153846153846156,0.015384615384615385,0.9384615384615385,0.0,0.046153846153846156,Jose E. Serrano RECAP,0.9384615384615385
77062,77062,100,3,136,0,4,3,146,3,140,0,3,0.02054794520547945,0.9315068493150684,0.0,0.0273972602739726,0.02054794520547945,0.02054794520547945,0.958904109589041,0.0,0.02054794520547945,Jose E. Serrano RECAP,0.958904109589041
77063,77063,100,3,151,0,1,0,155,3,152,0,0,0.01935483870967742,0.9741935483870968,0.0,0.0064516129032258064,0.0,0.01935483870967742,0.9806451612903225,0.0,0.0,Jose E. Serrano RECAP,0.9806451612903225
77064,77064,100,0,38,0,0,1,39,0,38,0,1,0.0,0.9743589743589743,0.0,0.0,0.02564102564102564,0.0,0.9743589743589743,0.0,0.02564102564102564,Jose E. Serrano RECAP,0.9743589743589743
77065,77065,100,3,173,0,7,2,185,3,180,0,2,0.016216216216216217,0.9351351351351351,0.0,0.03783783783783784,0.010810810810810811,0.016216216216216217,0.972972972972973,0.0,0.010810810810810811,Jose E. Serrano RECAP,0.972972972972973
77066,77066,100,0,20,0,0,5,25,0,20,0,5,0.0,0.8,0.0,0.0,0.2,0.0,0.8,0.0,0.2,Jose E. Serrano RECAP,0.8
77067,77067,100,0,86,1,4,0,91,0,90,1,0,0.0,0.945054945054945,0.01098901098901099,0.04395604395604396,0.0,0.0,0.989010989010989,0.01098901098901099,0.0,Jose E. Serrano RECAP,0.989010989010989
77068,77068,100,2,87,0,5,4,98,2,92,0,4,0.02040816326530612,0.8877551020408163,0.0,0.05102040816326531,0.04081632653061224,0.02040816326530612,0.9387755102040817,0.0,0.04081632653061224,Jose E. Serrano RECAP,0.9387755102040817
77069,77069,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
77070,77070,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
78001,78001,100,1,149,0,7,1,158,1,156,0,1,0.006329113924050633,0.9430379746835443,0.0,0.04430379746835443,0.006329113924050633,0.006329113924050633,0.9873417721518988,0.0,0.006329113924050633,Jose E. Serrano RECAP,0.9873417721518988
78002,78002,100,0,209,0,7,1,217,0,216,0,1,0.0,0.9631336405529954,0.0,0.03225806451612903,0.004608294930875576,0.0,0.9953917050691244,0.0,0.004608294930875576,Jose E. Serrano RECAP,0.9953917050691244
78003,78003,100,9,72,0,4,0,85,9,76,0,0,0.10588235294117647,0.8470588235294118,0.0,0.047058823529411764,0.0,0.10588235294117647,0.8941176470588236,0.0,0.0,Jose E. Serrano RECAP,0.8941176470588236
78004,78004,100,8,168,0,7,1,184,8,175,0,1,0.043478260869565216,0.9130434782608695,0.0,0.03804347826086957,0.005434782608695652,0.043478260869565216,0.9510869565217391,0.0,0.005434782608695652,Jose E. Serrano RECAP,0.9510869565217391
78005,78005,100,8,153,0,7,3,171,8,160,0,3,0.04678362573099415,0.8947368421052632,0.0,0.04093567251461988,0.017543859649122806,0.04678362573099415,0.935672514619883,0.0,0.017543859649122806,Jose E. Serrano RECAP,0.935672514619883
78006,78006,100,7,192,0,5,4,208,7,197,0,4,0.03365384615384615,0.9230769230769231,0.0,0.02403846153846154,0.019230769230769232,0.03365384615384615,0.9471153846153846,0.0,0.019230769230769232,Jose E. Serrano RECAP,0.9471153846153846
78007,78007,100,3,34,0,1,1,39,3,35,0,1,0.07692307692307693,0.8717948717948718,0.0,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.8974358974358975,0.0,0.02564102564102564,Jose E. Serrano RECAP,0.8974358974358975
78008,78008,100,10,80,0,2,2,94,10,82,0,2,0.10638297872340426,0.851063829787234,0.0,0.02127659574468085,0.02127659574468085,0.10638297872340426,0.8723404255319149,0.0,0.02127659574468085,Jose E. Serrano RECAP,0.8723404255319149
78009,78009,100,5,180,2,7,5,199,5,187,2,5,0.02512562814070352,0.9045226130653267,0.010050251256281407,0.035175879396984924,0.02512562814070352,0.02512562814070352,0.9396984924623115,0.010050251256281407,0.02512562814070352,Jose E. Serrano RECAP,0.9396984924623115
78010,78010,100,4,160,0,4,1,169,4,164,0,1,0.023668639053254437,0.9467455621301775,0.0,0.023668639053254437,0.005917159763313609,0.023668639053254437,0.9704142011834319,0.0,0.005917159763313609,Jose E. Serrano RECAP,0.9704142011834319
78011,78011,100,1,129,0,7,0,137,1,136,0,0,0.0072992700729927005,0.9416058394160584,0.0,0.051094890510948905,0.0,0.0072992700729927005,0.9927007299270073,0.0,0.0,Jose E. Serrano RECAP,0.9927007299270073
78012,78012,100,3,190,0,5,0,198,3,195,0,0,0.015151515151515152,0.9595959595959596,0.0,0.025252525252525252,0.0,0.015151515151515152,0.9848484848484849,0.0,0.0,Jose E. Serrano RECAP,0.9848484848484849
78039,78039,100,8,44,0,3,1,56,8,47,0,1,0.14285714285714285,0.7857142857142857,0.0,0.05357142857142857,0.017857142857142856,0.14285714285714285,0.8392857142857143,0.0,0.017857142857142856,Jose E. Serrano RECAP,0.8392857142857143
78042,78042,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
78043,78043,100,2,64,0,0,0,66,2,64,0,0,0.030303030303030304,0.9696969696969697,0.0,0.0,0.0,0.030303030303030304,0.9696969696969697,0.0,0.0,Jose E. Serrano RECAP,0.9696969696969697
78057,78057,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
79001,79001,100,0,126,0,1,2,129,0,127,0,2,0.0,0.9767441860465116,0.0,0.007751937984496124,0.015503875968992248,0.0,0.9844961240310077,0.0,0.015503875968992248,Jose E. Serrano RECAP,0.9844961240310077
79002,79002,100,1,137,0,3,0,141,1,140,0,0,0.0070921985815602835,0.9716312056737588,0.0,0.02127659574468085,0.0,0.0070921985815602835,0.9929078014184397,0.0,0.0,Jose E. Serrano RECAP,0.9929078014184397
79003,79003,100,1,166,0,2,0,169,1,168,0,0,0.005917159763313609,0.9822485207100592,0.0,0.011834319526627219,0.0,0.005917159763313609,0.9940828402366864,0.0,0.0,Jose E. Serrano RECAP,0.9940828402366864
79004,79004,100,1,108,0,0,1,110,1,108,0,1,0.00909090909090909,0.9818181818181818,0.0,0.0,0.00909090909090909,0.00909090909090909,0.9818181818181818,0.0,0.00909090909090909,Jose E. Serrano RECAP,0.9818181818181818
79005,79005,100,1,145,0,5,3,154,1,150,0,3,0.006493506493506494,0.9415584415584416,0.0,0.032467532467532464,0.01948051948051948,0.006493506493506494,0.974025974025974,0.0,0.01948051948051948,Jose E. Serrano RECAP,0.974025974025974
79006,79006,100,1,82,0,2,2,87,1,84,0,2,0.011494252873563218,0.9425287356321839,0.0,0.022988505747126436,0.022988505747126436,0.011494252873563218,0.9655172413793104,0.0,0.022988505747126436,Jose E. Serrano RECAP,0.9655172413793104
79007,79007,100,1,109,0,4,0,114,1,113,0,0,0.008771929824561403,0.956140350877193,0.0,0.03508771929824561,0.0,0.008771929824561403,0.9912280701754386,0.0,0.0,Jose E. Serrano RECAP,0.9912280701754386
79008,79008,100,0,68,0,2,4,74,0,70,0,4,0.0,0.918918918918919,0.0,0.02702702702702703,0.05405405405405406,0.0,0.9459459459459459,0.0,0.05405405405405406,Jose E. Serrano RECAP,0.9459459459459459
79009,79009,100,0,72,0,1,0,73,0,73,0,0,0.0,0.9863013698630136,0.0,0.0136986301369863,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
79010,79010,100,5,180,0,9,0,194,5,189,0,0,0.02577319587628866,0.9278350515463918,0.0,0.04639175257731959,0.0,0.02577319587628866,0.9742268041237113,0.0,0.0,Jose E. Serrano RECAP,0.9742268041237113
79011,79011,100,2,47,0,3,3,55,2,50,0,3,0.03636363636363636,0.8545454545454545,0.0,0.05454545454545454,0.05454545454545454,0.03636363636363636,0.9090909090909091,0.0,0.05454545454545454,Jose E. Serrano RECAP,0.9090909090909091
79012,79012,100,1,32,0,2,1,36,1,34,0,1,0.027777777777777776,0.8888888888888888,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.9444444444444444,0.0,0.027777777777777776,Jose E. Serrano RECAP,0.9444444444444444
79013,79013,100,1,161,0,10,2,174,1,171,0,2,0.005747126436781609,0.9252873563218391,0.0,0.05747126436781609,0.011494252873563218,0.005747126436781609,0.9827586206896551,0.0,0.011494252873563218,Jose E. Serrano RECAP,0.9827586206896551
79014,79014,100,0,37,0,1,0,38,0,38,0,0,0.0,0.9736842105263158,0.0,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
79015,79015,100,0,98,0,4,0,102,0,102,0,0,0.0,0.9607843137254902,0.0,0.0392156862745098,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
79016,79016,100,3,106,0,3,1,113,3,109,0,1,0.02654867256637168,0.9380530973451328,0.0,0.02654867256637168,0.008849557522123894,0.02654867256637168,0.9646017699115044,0.0,0.008849557522123894,Jose E. Serrano RECAP,0.9646017699115044
79017,79017,100,3,142,0,3,3,151,3,145,0,3,0.019867549668874173,0.9403973509933775,0.0,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.9602649006622517,0.0,0.019867549668874173,Jose E. Serrano RECAP,0.9602649006622517
79018,79018,100,0,30,0,1,0,31,0,31,0,0,0.0,0.967741935483871,0.0,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
79019,79019,100,5,98,0,6,0,109,5,104,0,0,0.045871559633027525,0.8990825688073395,0.0,0.05504587155963303,0.0,0.045871559633027525,0.9541284403669725,0.0,0.0,Jose E. Serrano RECAP,0.9541284403669725
79020,79020,100,3,82,0,2,2,89,3,84,0,2,0.033707865168539325,0.9213483146067416,0.0,0.02247191011235955,0.02247191011235955,0.033707865168539325,0.9438202247191011,0.0,0.02247191011235955,Jose E. Serrano RECAP,0.9438202247191011
79021,79021,100,1,81,0,0,4,86,1,81,0,4,0.011627906976744186,0.9418604651162791,0.0,0.0,0.046511627906976744,0.011627906976744186,0.9418604651162791,0.0,0.046511627906976744,Jose E. Serrano RECAP,0.9418604651162791
79022,79022,100,2,72,0,2,0,76,2,74,0,0,0.02631578947368421,0.9473684210526315,0.0,0.02631578947368421,0.0,0.02631578947368421,0.9736842105263158,0.0,0.0,Jose E. Serrano RECAP,0.9736842105263158
79023,79023,100,3,106,0,2,2,113,3,108,0,2,0.02654867256637168,0.9380530973451328,0.0,0.017699115044247787,0.017699115044247787,0.02654867256637168,0.9557522123893806,0.0,0.017699115044247787,Jose E. Serrano RECAP,0.9557522123893806
79024,79024,100,5,127,0,8,0,140,5,135,0,0,0.03571428571428571,0.9071428571428571,0.0,0.05714285714285714,0.0,0.03571428571428571,0.9642857142857143,0.0,0.0,Jose E. Serrano RECAP,0.9642857142857143
79025,79025,100,1,140,0,2,1,144,1,142,0,1,0.006944444444444444,0.9722222222222222,0.0,0.013888888888888888,0.006944444444444444,0.006944444444444444,0.9861111111111112,0.0,0.006944444444444444,Jose E. Serrano RECAP,0.9861111111111112
79026,79026,100,3,103,0,2,1,109,3,105,0,1,0.027522935779816515,0.944954128440367,0.0,0.01834862385321101,0.009174311926605505,0.027522935779816515,0.963302752293578,0.0,0.009174311926605505,Jose E. Serrano RECAP,0.963302752293578
79027,79027,100,0,172,0,4,1,177,0,176,0,1,0.0,0.9717514124293786,0.0,0.022598870056497175,0.005649717514124294,0.0,0.9943502824858758,0.0,0.005649717514124294,Jose E. Serrano RECAP,0.9943502824858758
79028,79028,100,5,158,0,4,2,169,5,162,0,2,0.029585798816568046,0.9349112426035503,0.0,0.023668639053254437,0.011834319526627219,0.029585798816568046,0.9585798816568047,0.0,0.011834319526627219,Jose E. Serrano RECAP,0.9585798816568047
79074,79074,100,0,19,0,1,0,20,0,20,0,0,0.0,0.95,0.0,0.05,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
79029,79074,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
79030,79030,100,1,227,0,10,6,244,1,237,0,6,0.004098360655737705,0.930327868852459,0.0,0.040983606557377046,0.02459016393442623,0.004098360655737705,0.9713114754098361,0.0,0.02459016393442623,Jose E. Serrano RECAP,0.9713114754098361
79031,79031,100,1,174,0,2,1,178,1,176,0,1,0.0056179775280898875,0.9775280898876404,0.0,0.011235955056179775,0.0056179775280898875,0.0056179775280898875,0.9887640449438202,0.0,0.0056179775280898875,Jose E. Serrano RECAP,0.9887640449438202
79032,79032,100,0,131,1,6,1,139,0,137,1,1,0.0,0.9424460431654677,0.007194244604316547,0.04316546762589928,0.007194244604316547,0.0,0.9856115107913669,0.007194244604316547,0.007194244604316547,Jose E. Serrano RECAP,0.9856115107913669
79033,79033,100,0,101,0,4,0,105,0,105,0,0,0.0,0.9619047619047619,0.0,0.0380952380952381,0.0,0.0,1.0,0.0,0.0,Jose E. Serrano RECAP,1.0
79034,79034,100,2,252,0,7,0,261,2,259,0,0,0.007662835249042145,0.9655172413793104,0.0,0.02681992337164751,0.0,0.007662835249042145,0.9923371647509579,0.0,0.0,Jose E. Serrano RECAP,0.9923371647509579
79035,79035,100,3,151,0,3,0,157,3,154,0,0,0.01910828025477707,0.9617834394904459,0.0,0.01910828025477707,0.0,0.01910828025477707,0.9808917197452229,0.0,0.0,Jose E. Serrano RECAP,0.9808917197452229
79036,79036,100,1,152,0,3,0,156,1,155,0,0,0.00641025641025641,0.9743589743589743,0.0,0.019230769230769232,0.0,0.00641025641025641,0.9935897435897436,0.0,0.0,Jose E. Serrano RECAP,0.9935897435897436
79037,79037,100,3,232,0,1,0,236,3,233,0,0,0.012711864406779662,0.9830508474576272,0.0,0.00423728813559322,0.0,0.012711864406779662,0.9872881355932204,0.0,0.0,Jose E. Serrano RECAP,0.9872881355932204
79038,79038,100,3,136,0,6,0,145,3,142,0,0,0.020689655172413793,0.9379310344827586,0.0,0.041379310344827586,0.0,0.020689655172413793,0.9793103448275862,0.0,0.0,Jose E. Serrano RECAP,0.9793103448275862
79039,79039,100,1,151,0,7,2,161,1,158,0,2,0.006211180124223602,0.937888198757764,0.0,0.043478260869565216,0.012422360248447204,0.006211180124223602,0.9813664596273292,0.0,0.012422360248447204,Jose E. Serrano RECAP,0.9813664596273292
79040,79040,100,1,175,0,6,2,184,1,181,0,2,0.005434782608695652,0.9510869565217391,0.0,0.03260869565217391,0.010869565217391304,0.005434782608695652,0.9836956521739131,0.0,0.010869565217391304,Jose E. Serrano RECAP,0.9836956521739131
79041,79041,100,1,112,1,8,0,122,1,120,1,0,0.00819672131147541,0.9180327868852459,0.00819672131147541,0.06557377049180328,0.0,0.00819672131147541,0.9836065573770492,0.00819672131147541,0.0,Jose E. Serrano RECAP,0.9836065573770492
